#Coverage (X)	Coverage
1.0	0.07499534147665088
2.0	0.047732653081837384
3.0	0.04023617871962415
4.0	0.03439198850254854
5.0	0.029894103885226286
6.0	0.0270791012675744
7.0	0.02435589221354917
8.0	0.021418498177737888
9.0	0.019643822614440865
10.0	0.01762436421482505
11.0	0.015421318687970142
12.0	0.014564578760854374
13.0	0.013952621670057397
14.0	0.01349365385196677
15.0	0.012300337524919769
16.0	0.011290608325111862
17.0	0.010678651234314884
18.0	0.009883107016278814
19.0	0.008995769234630302
20.0	0.007680061489423906
21.0	0.006609136580536301
22.0	0.006241962326058115
23.0	0.005721798798887789
24.0	0.0054770159625689985
25.0	0.00517103741717051
26.0	0.004742667453612626
27.0	0.003855329671964114
28.0	0.0034269597084062298
29.0	0.0033045682902468343
30.0	0.003120981163007741
31.0	0.00287619832668895
32.0	0.002631415490370159
33.0	0.0024784262176780203
34.0	0.0020806541086670904
35.0	0.0016828819996561606
36.0	0.0014075013088046262
37.0	0.0013463055997249285
38.0	0.001315707745192185
39.0	0.0012851098906594416
40.0	0.0012851098906594416
41.0	0.0012239141815797439
42.0	0.0011933163270470004
43.0	0.0011933163270470004
44.0	0.001162718472514257
45.0	0.0011321206179815135
46.0	0.0011321206179815135
47.0	0.00110152276344877
48.0	0.0010709249089160267
49.0	0.0010709249089160267
50.0	0.001009729199836329
51.0	0.001009729199836329
