#Coverage	Number of genomic locations
0.0	1922.0
1.0	2632.0
2.0	2902.0
3.0	2519.0
4.0	1852.0
5.0	1233.0
6.0	894.0
7.0	718.0
8.0	515.0
9.0	296.0
10.0	171.0
11.0	187.0
12.0	134.0
13.0	108.0
14.0	73.0
15.0	97.0
16.0	81.0
17.0	21.0
18.0	16.0
19.0	21.0
20.0	20.0
21.0	26.0
22.0	42.0
23.0	19.0
24.0	6.0
25.0	3.0
26.0	2.0
27.0	7.0
28.0	3.0
29.0	2.0
30.0	2.0
31.0	4.0
32.0	5.0
33.0	1.0
34.0	9.0
35.0	11.0
36.0	2.0
37.0	13.0
