#Coverage (X)	Coverage
1.0	83.45705836200133
2.0	52.82756955760758
3.0	30.068199649948696
4.0	16.687790452049
5.0	8.624539803247018
6.0	4.816223067173624
7.0	3.5729374132415757
8.0	2.3417224938137338
9.0	2.0218480294525705
10.0	1.6355845253183503
11.0	1.4424527732512331
12.0	1.3881344679823542
13.0	1.376063733478162
14.0	1.3036393264529949
15.0	1.2794978574446105
16.0	1.2251795521757316
17.0	1.1950027159152512
18.0	1.176896614158963
19.0	1.1467197778984826
20.0	1.1406844106463865
21.0	1.0803307381254115
22.0	1.050153901864931
23.0	1.0260124328565468
24.0	0.9898002293439561
25.0	0.9596233930834757
26.0	0.9415172913271874
27.0	0.8992697205625007
28.0	0.8570221497978139
29.0	0.8570221497978139
30.0	0.8208099462852232
31.0	0.7966684772768389
32.0	0.7906331100247428
33.0	0.7664916410163585
34.0	0.7544209065121663
35.0	0.7423501720079742
36.0	0.7182087029995898
37.0	0.6940672339912055
38.0	0.6638903977307251
39.0	0.6276781942181344
40.0	0.5854306234534477
41.0	0.5673245216971594
42.0	0.5673245216971594
43.0	0.5673245216971594
44.0	0.5492184199408712
45.0	0.48886474741989616
46.0	0.45868791115941576
47.0	0.4104049731426329
48.0	0.39229887138634467
49.0	0.3862635041342486
50.0	0.2957329953527932
51.0	0.2595207918402025
