#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	5.120327700972862E-5
25.0	5.120327700972862E-5
26.0	0.0
27.0	5.120327700972862E-5
28.0	1.0240655401945725E-4
29.0	1.5360983102918587E-4
30.0	1.0240655401945725E-4
31.0	1.0240655401945725E-4
32.0	7.680491551459293E-4
33.0	7.168458781362007E-4
34.0	6.656426011264721E-4
35.0	0.0015873015873015873
36.0	0.002304147465437788
37.0	0.0032258064516129032
38.0	0.0038402457757296467
39.0	0.004710701484895032
40.0	0.00552995391705069
41.0	0.008397337429595494
42.0	0.009216589861751152
43.0	0.010957501280081928
44.0	0.013927291346646185
45.0	0.01858678955453149
46.0	0.022836661546338965
47.0	0.02795698924731183
48.0	0.03246287762416795
49.0	0.03911930363543267
50.0	0.04848950332821302
51.0	0.05995903737839221
52.0	0.05586277521761393
53.0	0.06804915514592934
54.0	0.07055811571940604
55.0	0.07296466973886329
56.0	0.07593445980542755
57.0	0.06702508960573478
58.0	0.06717869943676395
59.0	0.05780849974398361
60.0	0.04807987711213517
61.0	0.03476702508960573
62.0	0.026881720430107524
63.0	0.015207373271889401
64.0	0.010087045570916539
65.0	0.006246799795186893
66.0	0.0034306195596518177
67.0	0.0022529441884280594
68.0	9.216589861751152E-4
69.0	2.560163850486431E-4
70.0	3.5842293906810036E-4
71.0	0.0
72.0	5.120327700972862E-5
73.0	5.120327700972862E-5
74.0	0.0
75.0	1.0240655401945725E-4
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	5.120327700972862E-5
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
