#Coverage (X)	Coverage
1.0	0.09350704347312444
2.0	0.01269810963394491
3.0	0.0054158202535177224
4.0	0.003304568290289467
5.0	0.0014380991633657914
6.0	0.0013463055997533502
7.0	0.0012851098906736524
8.0	0.0012851098906736524
9.0	0.0010709249089018158
10.0	6.731527998908859E-4
11.0	5.20163527198747E-4
12.0	2.8421709430404007E-14
13.0	2.8421709430404007E-14
14.0	2.8421709430404007E-14
15.0	2.8421709430404007E-14
16.0	2.8421709430404007E-14
17.0	2.8421709430404007E-14
18.0	2.8421709430404007E-14
19.0	2.8421709430404007E-14
20.0	2.8421709430404007E-14
21.0	2.8421709430404007E-14
22.0	2.8421709430404007E-14
23.0	2.8421709430404007E-14
24.0	2.8421709430404007E-14
25.0	2.8421709430404007E-14
26.0	2.8421709430404007E-14
27.0	2.8421709430404007E-14
28.0	2.8421709430404007E-14
29.0	2.8421709430404007E-14
30.0	2.8421709430404007E-14
31.0	2.8421709430404007E-14
32.0	2.8421709430404007E-14
33.0	2.8421709430404007E-14
34.0	2.8421709430404007E-14
35.0	2.8421709430404007E-14
36.0	2.8421709430404007E-14
37.0	2.8421709430404007E-14
38.0	2.8421709430404007E-14
39.0	2.8421709430404007E-14
40.0	2.8421709430404007E-14
41.0	2.8421709430404007E-14
42.0	2.8421709430404007E-14
43.0	2.8421709430404007E-14
44.0	2.8421709430404007E-14
45.0	2.8421709430404007E-14
46.0	2.8421709430404007E-14
47.0	2.8421709430404007E-14
48.0	2.8421709430404007E-14
49.0	2.8421709430404007E-14
50.0	2.8421709430404007E-14
51.0	2.8421709430404007E-14
