#Coverage (X)	Coverage
1.0	0.13692539906486445
2.0	0.056789618025561595
3.0	0.04277580064641029
4.0	0.03610546835676587
5.0	0.0318523665757624
6.0	0.02928214679442931
7.0	0.02723209054028075
8.0	0.02404991366816489
9.0	0.02181627028677724
10.0	0.017746755632998656
11.0	0.015145937997132819
12.0	0.012636913924879423
13.0	0.010617455525263608
14.0	0.009454737052763562
15.0	0.008628594980194748
16.0	0.007710659343999282
17.0	0.007190495816828957
18.0	0.006915115125977422
19.0	0.0067621258532852835
20.0	0.006456147307886795
21.0	0.005997179489796167
22.0	0.005660603089864935
23.0	0.005354624544466446
24.0	0.0052016352717743075
25.0	0.005018048144535214
26.0	0.004895656726375819
27.0	0.004681471744603982
28.0	0.00434489534467275
29.0	0.004100112508353959
30.0	0.0037329382538757727
31.0	0.0031209811630787954
32.0	0.002937394035839702
33.0	0.002753806908600609
34.0	0.0025702197813615157
35.0	0.0024784262177490746
36.0	0.0023254369450569357
37.0	0.0021724476723647967
38.0	0.002111251963285099
39.0	0.002111251963285099
40.0	0.0020500562542054013
41.0	0.0020500562542054013
42.0	0.002019458399672658
43.0	0.0019888605451399144
44.0	0.001958262690607171
45.0	0.0019276648360744275
46.0	0.0018664691269947298
47.0	0.0018664691269947298
48.0	0.0017746755633822886
49.0	0.0017134798543025909
50.0	0.0017134798543025909
51.0	0.0017134798543025909
