#Read position (bp)	Clipping profile
0.0	1.5384615384615385
1.0	1.5384615384615385
2.0	1.5384615384615385
3.0	1.5384615384615385
4.0	1.5384615384615385
5.0	1.5384615384615385
6.0	1.5384615384615385
7.0	1.5384615384615385
8.0	1.5384615384615385
9.0	1.5384615384615385
10.0	1.5384615384615385
11.0	1.5384615384615385
12.0	1.5384615384615385
13.0	1.5384615384615385
14.0	1.5384615384615385
15.0	1.5384615384615385
16.0	1.5384615384615385
17.0	1.5384615384615385
18.0	1.5384615384615385
19.0	1.5384615384615385
20.0	1.5384615384615385
21.0	1.5384615384615385
22.0	1.5384615384615385
23.0	1.5384615384615385
24.0	1.5384615384615385
25.0	1.5384615384615385
26.0	1.5384615384615385
27.0	1.5384615384615385
28.0	1.5384615384615385
29.0	1.5384615384615385
30.0	1.5384615384615385
31.0	1.5384615384615385
32.0	1.5384615384615385
33.0	1.5384615384615385
34.0	1.5384615384615385
35.0	1.5384615384615385
36.0	1.5384615384615385
37.0	1.5384615384615385
38.0	1.5384615384615385
39.0	1.5384615384615385
40.0	1.5384615384615385
41.0	1.5384615384615385
42.0	1.5384615384615385
43.0	1.5384615384615385
44.0	1.5384615384615385
45.0	1.5384615384615385
46.0	1.5384615384615385
47.0	1.5384615384615385
48.0	1.5384615384615385
49.0	1.5384615384615385
50.0	1.5384615384615385
51.0	1.5384615384615385
52.0	1.5384615384615385
53.0	1.5384615384615385
54.0	1.5384615384615385
55.0	1.5384615384615385
56.0	1.5384615384615385
57.0	1.5384615384615385
58.0	1.5384615384615385
59.0	1.5384615384615385
60.0	1.5384615384615385
61.0	1.5384615384615385
62.0	1.5384615384615385
63.0	1.5384615384615385
64.0	1.5384615384615385
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
101.0	0.0
102.0	0.0
103.0	0.0
104.0	0.0
105.0	0.0
106.0	0.0
107.0	0.0
108.0	0.0
109.0	0.0
110.0	0.0
111.0	0.0
112.0	0.0
113.0	0.0
114.0	0.0
115.0	0.0
116.0	0.0
117.0	0.0
118.0	0.0
119.0	0.0
120.0	0.0
121.0	0.0
122.0	0.0
123.0	0.0
124.0	0.0
125.0	0.0
126.0	0.0
127.0	0.0
128.0	0.0
129.0	0.0
130.0	0.0
131.0	0.0
132.0	0.0
133.0	0.0
134.0	0.0
