#Coverage	Number of genomic locations
418.0	3.0
419.0	5.0
420.0	5.0
421.0	3.0
423.0	8.0
424.0	3.0
425.0	4.0
426.0	4.0
427.0	6.0
428.0	4.0
429.0	1.0
430.0	2.0
431.0	2.0
432.0	1.0
433.0	1.0
434.0	2.0
435.0	2.0
436.0	4.0
437.0	2.0
438.0	3.0
439.0	1.0
440.0	2.0
441.0	1.0
442.0	1.0
443.0	2.0
444.0	2.0
445.0	2.0
447.0	1.0
448.0	1.0
449.0	3.0
450.0	2.0
451.0	4.0
452.0	4.0
453.0	3.0
454.0	1.0
455.0	3.0
456.0	2.0
458.0	1.0
459.0	1.0
460.0	3.0
461.0	2.0
462.0	2.0
463.0	1.0
464.0	1.0
465.0	1.0
466.0	1.0
467.0	2.0
468.0	2.0
469.0	2.0
470.0	3.0
471.0	3.0
472.0	1.0
473.0	1.0
474.0	1.0
475.0	3.0
476.0	4.0
477.0	3.0
478.0	2.0
479.0	3.0
480.0	7.0
481.0	2.0
482.0	1.0
483.0	2.0
484.0	2.0
485.0	1.0
486.0	1.0
487.0	1.0
488.0	1.0
489.0	1.0
490.0	2.0
491.0	3.0
492.0	1.0
493.0	4.0
495.0	1.0
496.0	2.0
497.0	1.0
498.0	1.0
500.0	4.0
501.0	2.0
502.0	3.0
504.0	1.0
505.0	2.0
506.0	3.0
507.0	3.0
509.0	6.0
510.0	1.0
511.0	7.0
512.0	5.0
513.0	1.0
514.0	1.0
515.0	2.0
516.0	2.0
517.0	1.0
518.0	1.0
519.0	2.0
520.0	1.0
521.0	2.0
522.0	1.0
525.0	2.0
526.0	1.0
527.0	1.0
528.0	1.0
529.0	2.0
530.0	2.0
531.0	1.0
532.0	2.0
533.0	2.0
534.0	3.0
535.0	2.0
537.0	3.0
538.0	1.0
539.0	3.0
540.0	3.0
541.0	5.0
543.0	2.0
544.0	1.0
545.0	7.0
546.0	2.0
547.0	5.0
548.0	3.0
549.0	2.0
551.0	2.0
552.0	2.0
554.0	1.0
555.0	3.0
557.0	3.0
558.0	5.0
559.0	1.0
560.0	3.0
561.0	1.0
562.0	2.0
563.0	1.0
564.0	2.0
565.0	3.0
568.0	1.0
569.0	2.0
571.0	1.0
572.0	2.0
574.0	2.0
575.0	2.0
578.0	2.0
581.0	1.0
582.0	3.0
583.0	1.0
584.0	1.0
585.0	3.0
586.0	1.0
590.0	1.0
593.0	1.0
594.0	1.0
595.0	1.0
596.0	1.0
597.0	2.0
598.0	1.0
599.0	2.0
600.0	1.0
601.0	1.0
602.0	1.0
603.0	3.0
608.0	1.0
609.0	2.0
610.0	1.0
613.0	1.0
614.0	3.0
615.0	3.0
616.0	2.0
618.0	1.0
620.0	1.0
622.0	1.0
623.0	2.0
624.0	1.0
625.0	1.0
627.0	2.0
628.0	1.0
629.0	3.0
630.0	1.0
631.0	2.0
633.0	1.0
634.0	4.0
635.0	3.0
636.0	1.0
637.0	1.0
638.0	2.0
639.0	2.0
640.0	2.0
641.0	1.0
642.0	1.0
643.0	3.0
644.0	1.0
645.0	1.0
646.0	1.0
647.0	1.0
648.0	1.0
651.0	1.0
652.0	2.0
653.0	2.0
654.0	1.0
656.0	3.0
657.0	1.0
658.0	1.0
659.0	2.0
660.0	1.0
661.0	3.0
663.0	1.0
665.0	2.0
666.0	1.0
667.0	1.0
668.0	1.0
669.0	1.0
671.0	1.0
673.0	2.0
674.0	1.0
676.0	3.0
678.0	2.0
679.0	1.0
681.0	1.0
682.0	2.0
684.0	1.0
685.0	1.0
686.0	3.0
687.0	2.0
689.0	2.0
690.0	1.0
694.0	1.0
695.0	1.0
697.0	1.0
698.0	1.0
699.0	1.0
700.0	1.0
701.0	1.0
704.0	5.0
706.0	2.0
707.0	1.0
709.0	3.0
710.0	3.0
713.0	1.0
714.0	1.0
715.0	1.0
719.0	2.0
722.0	1.0
723.0	1.0
724.0	1.0
725.0	1.0
726.0	1.0
728.0	1.0
730.0	2.0
731.0	1.0
732.0	2.0
737.0	2.0
739.0	2.0
740.0	3.0
741.0	3.0
742.0	3.0
745.0	1.0
746.0	2.0
747.0	2.0
748.0	1.0
749.0	3.0
753.0	1.0
756.0	2.0
757.0	2.0
758.0	1.0
760.0	1.0
761.0	1.0
762.0	1.0
764.0	2.0
766.0	2.0
767.0	1.0
769.0	2.0
770.0	1.0
772.0	2.0
773.0	3.0
775.0	1.0
776.0	2.0
778.0	2.0
779.0	1.0
780.0	2.0
781.0	1.0
782.0	3.0
785.0	3.0
787.0	1.0
788.0	1.0
789.0	2.0
791.0	3.0
792.0	2.0
793.0	3.0
794.0	1.0
795.0	1.0
796.0	1.0
797.0	2.0
798.0	1.0
801.0	1.0
802.0	2.0
803.0	1.0
804.0	1.0
806.0	1.0
807.0	3.0
808.0	1.0
809.0	1.0
813.0	2.0
815.0	3.0
816.0	1.0
819.0	2.0
822.0	1.0
823.0	2.0
825.0	1.0
826.0	1.0
827.0	2.0
830.0	3.0
831.0	1.0
832.0	1.0
833.0	3.0
834.0	1.0
835.0	2.0
836.0	1.0
837.0	2.0
838.0	1.0
839.0	1.0
842.0	2.0
843.0	2.0
845.0	2.0
847.0	3.0
848.0	1.0
849.0	1.0
850.0	3.0
851.0	1.0
852.0	3.0
853.0	2.0
854.0	2.0
855.0	2.0
856.0	2.0
857.0	1.0
858.0	2.0
859.0	1.0
860.0	1.0
862.0	1.0
865.0	1.0
868.0	1.0
871.0	2.0
874.0	1.0
875.0	2.0
876.0	2.0
877.0	2.0
879.0	1.0
880.0	1.0
881.0	2.0
883.0	1.0
885.0	1.0
886.0	2.0
888.0	1.0
892.0	2.0
894.0	2.0
897.0	2.0
900.0	2.0
904.0	3.0
906.0	2.0
908.0	3.0
909.0	1.0
910.0	1.0
911.0	1.0
912.0	1.0
914.0	2.0
916.0	2.0
918.0	1.0
926.0	1.0
930.0	1.0
931.0	1.0
933.0	2.0
934.0	1.0
935.0	1.0
936.0	1.0
941.0	3.0
942.0	1.0
947.0	1.0
950.0	1.0
953.0	1.0
954.0	2.0
955.0	1.0
956.0	1.0
959.0	1.0
960.0	2.0
967.0	2.0
968.0	1.0
970.0	1.0
971.0	1.0
972.0	1.0
975.0	1.0
978.0	2.0
980.0	1.0
981.0	2.0
984.0	1.0
986.0	1.0
988.0	1.0
990.0	1.0
991.0	1.0
994.0	2.0
995.0	3.0
996.0	1.0
998.0	1.0
1000.0	2.0
1001.0	1.0
1002.0	1.0
1003.0	1.0
1006.0	2.0
1010.0	2.0
1014.0	1.0
1015.0	2.0
1016.0	1.0
1018.0	2.0
1019.0	1.0
1020.0	1.0
1022.0	1.0
1023.0	1.0
1024.0	3.0
1026.0	1.0
1028.0	1.0
1029.0	1.0
1030.0	2.0
1034.0	1.0
1035.0	1.0
1037.0	2.0
1038.0	1.0
1040.0	1.0
1041.0	1.0
1048.0	2.0
1049.0	2.0
1050.0	1.0
1051.0	2.0
1054.0	2.0
1055.0	2.0
1056.0	2.0
1063.0	1.0
1066.0	1.0
1067.0	1.0
1069.0	1.0
1070.0	1.0
1071.0	1.0
1073.0	1.0
1075.0	1.0
1079.0	1.0
1081.0	2.0
1082.0	1.0
1083.0	1.0
1084.0	1.0
1087.0	1.0
1091.0	1.0
1095.0	2.0
1102.0	1.0
1108.0	1.0
1110.0	2.0
1113.0	1.0
1121.0	1.0
1124.0	1.0
1129.0	3.0
1130.0	1.0
1131.0	1.0
1135.0	1.0
1139.0	1.0
1140.0	1.0
1141.0	1.0
1150.0	1.0
1151.0	1.0
1157.0	1.0
1160.0	1.0
1162.0	1.0
1164.0	2.0
1165.0	1.0
1166.0	1.0
1176.0	1.0
1177.0	1.0
1179.0	1.0
1180.0	1.0
1185.0	1.0
1186.0	2.0
1187.0	1.0
1188.0	1.0
1196.0	1.0
1201.0	3.0
1202.0	1.0
1206.0	1.0
1213.0	1.0
1214.0	1.0
1216.0	1.0
1217.0	1.0
1223.0	1.0
1229.0	1.0
1231.0	1.0
1235.0	1.0
1236.0	2.0
1237.0	1.0
1238.0	2.0
1239.0	1.0
1246.0	1.0
1247.0	1.0
1249.0	1.0
1252.0	2.0
1255.0	1.0
1258.0	1.0
1262.0	2.0
1263.0	1.0
1264.0	1.0
1267.0	1.0
1268.0	1.0
1270.0	1.0
1273.0	2.0
1277.0	1.0
1278.0	1.0
1279.0	3.0
1282.0	1.0
1287.0	2.0
1289.0	3.0
1290.0	1.0
1292.0	2.0
1294.0	1.0
1298.0	1.0
1299.0	1.0
1301.0	1.0
1306.0	1.0
1307.0	2.0
1308.0	2.0
1309.0	1.0
1310.0	1.0
1312.0	1.0
1313.0	1.0
1315.0	2.0
1316.0	1.0
1319.0	1.0
1321.0	1.0
1322.0	2.0
1323.0	2.0
1324.0	1.0
1325.0	2.0
1329.0	1.0
1331.0	2.0
1332.0	3.0
1333.0	3.0
1334.0	2.0
1336.0	2.0
1337.0	2.0
1338.0	1.0
1339.0	3.0
1340.0	1.0
1341.0	1.0
1342.0	1.0
1343.0	1.0
1345.0	1.0
1347.0	2.0
1350.0	2.0
1352.0	1.0
1353.0	1.0
1354.0	1.0
1355.0	1.0
1358.0	2.0
1361.0	2.0
1363.0	1.0
1364.0	1.0
1365.0	1.0
1366.0	1.0
1368.0	1.0
1371.0	1.0
1374.0	1.0
1375.0	1.0
1377.0	2.0
1387.0	1.0
1389.0	1.0
1395.0	1.0
1396.0	1.0
1397.0	1.0
1407.0	1.0
1408.0	2.0
1411.0	1.0
1415.0	2.0
1418.0	1.0
1421.0	1.0
1427.0	1.0
1428.0	2.0
1429.0	1.0
1438.0	2.0
1444.0	1.0
1445.0	2.0
1446.0	1.0
1447.0	2.0
1448.0	1.0
1449.0	1.0
1457.0	2.0
1459.0	2.0
1465.0	1.0
1466.0	1.0
1469.0	1.0
1470.0	1.0
1471.0	1.0
1472.0	4.0
1475.0	2.0
1476.0	1.0
1477.0	1.0
1484.0	2.0
1485.0	2.0
1490.0	1.0
1493.0	1.0
1494.0	1.0
1496.0	1.0
1497.0	2.0
1499.0	1.0
1501.0	1.0
1502.0	1.0
1504.0	1.0
1507.0	2.0
1511.0	1.0
1541.0	1.0
1543.0	1.0
1589.0	1.0
1595.0	1.0
1631.0	1.0
1644.0	1.0
1678.0	1.0
1692.0	1.0
1725.0	1.0
1731.0	1.0
1771.0	2.0
1809.0	1.0
1810.0	1.0
1850.0	1.0
1856.0	1.0
1890.0	1.0
1898.0	1.0
1928.0	1.0
1935.0	1.0
1963.0	1.0
1970.0	1.0
1995.0	1.0
2001.0	1.0
2027.0	1.0
2028.0	1.0
2049.0	1.0
2069.0	1.0
2087.0	1.0
2105.0	1.0
2115.0	1.0
2133.0	1.0
2145.0	1.0
2164.0	1.0
2168.0	1.0
2187.0	1.0
2195.0	1.0
2219.0	1.0
2230.0	1.0
2245.0	1.0
2254.0	1.0
2266.0	1.0
2281.0	1.0
2289.0	1.0
2306.0	1.0
2311.0	1.0
2322.0	1.0
2332.0	1.0
2336.0	1.0
2347.0	1.0
2349.0	1.0
2359.0	1.0
2361.0	1.0
2370.0	1.0
2373.0	1.0
2379.0	1.0
2382.0	1.0
