#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	1.5310418739952537E-5
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	1.5310418739952537E-5
19.0	0.0
20.0	0.0
21.0	1.5310418739952537E-5
22.0	3.0620837479905074E-5
23.0	0.0
24.0	1.5310418739952537E-5
25.0	6.124167495981015E-5
26.0	1.0717293117966774E-4
27.0	7.655209369976268E-5
28.0	1.684146061394779E-4
29.0	2.602771185791931E-4
30.0	2.755875373191457E-4
31.0	5.971063308581488E-4
32.0	6.430375870780066E-4
33.0	0.0014851106177753961
34.0	0.0015616627114751589
35.0	0.002082216948633545
36.0	0.0029242899793309345
37.0	0.0033989129602694634
38.0	0.0050065069279644795
39.0	0.0058638903774018225
40.0	0.007731761463676031
41.0	0.009477149200030621
42.0	0.01194212661716298
43.0	0.014621449896654674
44.0	0.01803567327566409
45.0	0.02244507387277042
46.0	0.027956824619153334
47.0	0.032549950241139096
48.0	0.03887315318073949
49.0	0.046604914644415525
50.0	0.049422031692566794
51.0	0.06159381459082906
52.0	0.05482660950777005
53.0	0.06416596493914109
54.0	0.06479369210747914
55.0	0.06534486718211743
56.0	0.0639056878205619
57.0	0.06186940212814821
58.0	0.057873382837020586
59.0	0.0494832733675266
60.0	0.04262420577202786
61.0	0.03270305442853862
62.0	0.026242057720278652
63.0	0.018938987981321292
64.0	0.013320064303758707
65.0	0.00808390109469494
66.0	0.004715608971905381
67.0	0.002709944116971599
68.0	0.001224833499196203
69.0	8.420730306973895E-4
70.0	3.062083747990507E-4
71.0	7.655209369976268E-5
72.0	3.0620837479905074E-5
73.0	1.5310418739952537E-5
74.0	1.5310418739952537E-5
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	1.5310418739952537E-5
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.5310418739952537E-5
