#Read position (bp)	Clipping profile
0.0	1.9607843137254901
1.0	1.9607843137254901
2.0	1.9607843137254901
3.0	1.9607843137254901
4.0	1.9607843137254901
5.0	1.9607843137254901
6.0	1.9607843137254901
7.0	1.9607843137254901
8.0	1.9607843137254901
9.0	1.9607843137254901
10.0	1.9607843137254901
11.0	1.9607843137254901
12.0	1.9607843137254901
13.0	1.9607843137254901
14.0	1.9607843137254901
15.0	1.9607843137254901
16.0	1.9607843137254901
17.0	1.9607843137254901
18.0	1.9607843137254901
19.0	1.9607843137254901
20.0	1.9607843137254901
21.0	1.9607843137254901
22.0	1.9607843137254901
23.0	1.9607843137254901
24.0	1.9607843137254901
25.0	1.9607843137254901
26.0	1.9607843137254901
27.0	1.9607843137254901
28.0	1.9607843137254901
29.0	1.9607843137254901
30.0	1.9607843137254901
31.0	1.9607843137254901
32.0	1.9607843137254901
33.0	1.9607843137254901
34.0	1.9607843137254901
35.0	1.9607843137254901
36.0	1.9607843137254901
37.0	1.9607843137254901
38.0	1.9607843137254901
39.0	1.9607843137254901
40.0	1.9607843137254901
41.0	1.9607843137254901
42.0	1.9607843137254901
43.0	1.9607843137254901
44.0	1.9607843137254901
45.0	1.9607843137254901
46.0	1.9607843137254901
47.0	0.9803921568627451
48.0	0.9803921568627451
49.0	0.9803921568627451
50.0	0.9803921568627451
51.0	0.9803921568627451
52.0	0.9803921568627451
53.0	0.9803921568627451
54.0	0.9803921568627451
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
101.0	0.0
102.0	0.0
103.0	0.0
104.0	0.0
105.0	0.0
106.0	0.0
107.0	0.0
108.0	0.0
109.0	0.0
110.0	0.0
111.0	0.0
112.0	0.0
113.0	0.0
114.0	0.0
115.0	0.0
116.0	0.0
117.0	0.0
118.0	0.0
119.0	0.0
120.0	0.0
121.0	0.0
122.0	0.0
123.0	0.0
124.0	0.0
125.0	0.0
126.0	0.0
127.0	0.0
128.0	0.0
129.0	0.0
130.0	0.0
131.0	0.0
