#Coverage (X)	Coverage
1.0	72.91930713983946
2.0	43.2192648922687
3.0	18.66135554348483
4.0	7.296759007785639
5.0	3.19270927635948
6.0	1.9252821534190474
7.0	1.4243466714949733
8.0	1.2553563884362546
9.0	1.2312149194278703
10.0	1.1105075743859203
11.0	1.08033073812544
12.0	1.0742953708733438
13.0	1.026012432856561
14.0	0.9475526585792977
15.0	0.9354819240751056
16.0	0.8811636188062266
17.0	0.8389160480415399
18.0	0.8087392117810595
19.0	0.7845977427726751
20.0	0.7664916410163869
21.0	0.7544209065121947
22.0	0.6940672339912197
23.0	0.6880318667391236
24.0	0.6397489287223408
25.0	0.6216428269660526
26.0	0.6095720924618604
27.0	0.5733598889492697
28.0	0.5311123181845829
29.0	0.49490011467199224
30.0	0.3862635041342344
31.0	0.3500513006216437
32.0	0.33798056611745153
33.0	0.29573299535276476
34.0	0.2836622608485726
35.0	0.2776268935964765
36.0	0.27159152634438044
37.0	0.2534854245880922
38.0	0.2534854245880922
39.0	0.23537932283180396
40.0	0.22934395557970788
41.0	0.21727322107551572
42.0	0.20520248657132356
43.0	0.19916711931922748
44.0	0.1931317520671314
45.0	0.18709638481503532
46.0	0.17502565031084316
47.0	0.15088418130245884
48.0	0.12674271229407452
49.0	0.11467197778988236
50.0	0.11467197778988236
51.0	0.1026012432856902
