#Coverage (X)	Coverage
1.0	94.46995795548807
2.0	88.70012052494903
3.0	81.06919918989121
4.0	72.33461324158873
5.0	63.09161334225566
6.0	53.90815686785673
7.0	45.085326707061945
8.0	36.82347761139683
9.0	29.30454442395407
10.0	22.721721998296914
11.0	17.194617347820795
12.0	12.641625994468512
13.0	9.04821395733373
14.0	6.329563983632582
15.0	4.307351777108082
16.0	2.880053656397706
17.0	1.8882853972044984
18.0	1.2148572166416614
19.0	0.7715860979259617
20.0	0.47876462998165437
21.0	0.30007315947018753
22.0	0.19142017799994449
23.0	0.12997968608435428
24.0	0.09476155550923693
25.0	0.07389381871320211
26.0	0.06189945973366662
27.0	0.052995484062634546
28.0	0.0495073286451202
29.0	0.047273685263732546
30.0	0.04571319468220736
31.0	0.043785529846203985
32.0	0.04256161566462424
33.0	0.041888462864747567
34.0	0.04133770148303029
35.0	0.04081753795585996
36.0	0.04023617871960994
37.0	0.03986900446513175
38.0	0.03956302591973326
39.0	0.03913465595617538
40.0	0.038553296719925356
41.0	0.03827791602907382
42.0	0.03800253533822229
43.0	0.03784954606553015
44.0	0.03754356752013166
45.0	0.03717639326565347
46.0	0.03696220828388164
47.0	0.03653383832032375
48.0	0.03625845762947222
49.0	0.035983076938620684
50.0	0.03576889195684885
51.0	0.03555470697507701
