#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	4.664396660291991E-5
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	4.664396660291991E-5
28.0	4.664396660291991E-5
29.0	9.328793320583982E-5
30.0	1.8657586641167965E-4
31.0	1.8657586641167965E-4
32.0	2.798637996175195E-4
33.0	5.13083632632119E-4
34.0	8.862353654554784E-4
35.0	7.929474322496385E-4
36.0	0.0014459629646905172
37.0	0.0015858948644992769
38.0	0.0024254862633518353
39.0	0.0026120621297635147
40.0	0.0031717897289985537
41.0	0.0048976164933065905
42.0	0.005410700125938709
43.0	0.006810019124026306
44.0	0.009888520919819021
45.0	0.012640514949391295
46.0	0.017491487476094966
47.0	0.02070992117169644
48.0	0.02672699286347311
49.0	0.030225290358692102
50.0	0.03988059144549652
51.0	0.05611269182331266
52.0	0.05116843136340314
53.0	0.06637436447595503
54.0	0.07159848873548207
55.0	0.07976118289099304
56.0	0.07607630952936238
57.0	0.07570315779653901
58.0	0.0756565138299361
59.0	0.0625495592145156
60.0	0.0581183823872382
61.0	0.04641074676990531
62.0	0.032137692989411826
63.0	0.023835066934092076
64.0	0.015439152945566489
65.0	0.009328793320583981
66.0	0.005970427725173749
67.0	0.002658706096366435
68.0	0.0014926069312934372
69.0	2.798637996175195E-4
70.0	2.3321983301459955E-4
71.0	9.328793320583982E-5
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
