#Coverage	Number of genomic locations
153.0	2.0
154.0	3.0
155.0	4.0
156.0	1.0
157.0	1.0
158.0	2.0
159.0	6.0
160.0	3.0
161.0	4.0
163.0	1.0
164.0	1.0
165.0	5.0
166.0	1.0
167.0	5.0
168.0	1.0
169.0	1.0
170.0	2.0
171.0	3.0
172.0	3.0
173.0	4.0
174.0	5.0
175.0	2.0
176.0	4.0
178.0	1.0
179.0	6.0
180.0	5.0
181.0	5.0
182.0	10.0
183.0	1.0
184.0	4.0
185.0	2.0
186.0	1.0
187.0	4.0
188.0	1.0
189.0	2.0
191.0	6.0
192.0	5.0
193.0	2.0
194.0	1.0
195.0	3.0
196.0	1.0
197.0	5.0
198.0	6.0
199.0	4.0
200.0	2.0
201.0	2.0
202.0	4.0
203.0	1.0
204.0	4.0
205.0	3.0
206.0	1.0
207.0	5.0
208.0	7.0
209.0	5.0
210.0	5.0
211.0	5.0
212.0	5.0
213.0	4.0
214.0	12.0
215.0	4.0
216.0	2.0
217.0	3.0
219.0	4.0
220.0	1.0
221.0	2.0
222.0	1.0
223.0	4.0
224.0	6.0
225.0	2.0
226.0	3.0
227.0	2.0
228.0	2.0
229.0	1.0
230.0	5.0
231.0	3.0
232.0	2.0
233.0	4.0
234.0	1.0
235.0	4.0
236.0	6.0
237.0	7.0
238.0	9.0
239.0	4.0
240.0	2.0
241.0	3.0
243.0	2.0
244.0	1.0
245.0	2.0
246.0	1.0
251.0	2.0
252.0	2.0
253.0	1.0
254.0	2.0
255.0	2.0
256.0	1.0
257.0	1.0
258.0	1.0
259.0	3.0
260.0	1.0
261.0	5.0
262.0	2.0
263.0	2.0
266.0	1.0
267.0	1.0
268.0	1.0
269.0	1.0
270.0	2.0
271.0	1.0
275.0	1.0
277.0	3.0
279.0	1.0
283.0	1.0
284.0	2.0
286.0	2.0
288.0	1.0
290.0	1.0
291.0	1.0
292.0	2.0
293.0	1.0
294.0	1.0
295.0	2.0
297.0	2.0
298.0	1.0
300.0	4.0
301.0	1.0
302.0	4.0
303.0	1.0
304.0	1.0
305.0	1.0
306.0	1.0
307.0	1.0
308.0	1.0
309.0	2.0
310.0	2.0
313.0	3.0
314.0	1.0
315.0	1.0
317.0	1.0
318.0	1.0
320.0	1.0
326.0	1.0
328.0	1.0
330.0	1.0
336.0	1.0
337.0	1.0
343.0	1.0
344.0	1.0
345.0	1.0
347.0	2.0
350.0	2.0
351.0	1.0
353.0	1.0
354.0	1.0
355.0	3.0
356.0	1.0
357.0	2.0
359.0	1.0
376.0	1.0
378.0	1.0
400.0	2.0
414.0	1.0
423.0	1.0
429.0	1.0
437.0	1.0
439.0	1.0
458.0	1.0
462.0	1.0
465.0	1.0
479.0	1.0
486.0	1.0
491.0	1.0
505.0	1.0
510.0	1.0
528.0	1.0
529.0	1.0
548.0	2.0
555.0	1.0
565.0	1.0
567.0	1.0
573.0	1.0
581.0	1.0
592.0	1.0
598.0	1.0
601.0	1.0
604.0	1.0
607.0	1.0
609.0	1.0
615.0	1.0
618.0	1.0
619.0	1.0
620.0	1.0
623.0	1.0
624.0	1.0
625.0	1.0
631.0	1.0
638.0	1.0
640.0	4.0
642.0	2.0
646.0	1.0
648.0	1.0
