#Coverage (X)	Coverage
1.0	97.23701373507092
2.0	96.36910559105416
3.0	95.12723046885398
4.0	93.59366599932746
5.0	91.87847266525365
6.0	89.95720278085541
7.0	87.97231995686927
8.0	85.91614413180577
9.0	83.80311749300762
10.0	81.73470252612827
11.0	79.67210115161146
12.0	77.61580293512979
13.0	75.62140417838182
14.0	73.68560031307725
15.0	71.80869731776147
16.0	69.97998594334562
17.0	68.19787510139363
18.0	66.4689739284861
19.0	64.80965227680166
20.0	63.21253606339631
21.0	61.66700783274479
22.0	60.18050286350022
23.0	58.73677369490207
24.0	57.33025151742411
25.0	55.97923384808105
26.0	54.661170068077176
27.0	53.374713871812745
28.0	52.130819291212944
29.0	50.924560071696895
30.0	49.75743550813704
31.0	48.644775125657745
32.0	47.55861248520977
33.0	46.512471838499636
34.0	45.48077337913221
35.0	44.486312508739516
36.0	43.522969656413636
37.0	42.58190204219261
38.0	41.67241141385649
39.0	40.787276677733914
40.0	39.93472865669605
41.0	39.10096771834553
42.0	38.28703418973669
43.0	37.491887743815184
44.0	36.72069941799821
45.0	35.96242338679697
46.0	35.23866173551643
47.0	34.52355927707062
48.0	33.82981412109346
49.0	33.15451947140372
50.0	32.50018435207362
51.0	31.860750387904318
