#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	6.6530058280331055E-6
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	1.3306011656066211E-5
24.0	1.3306011656066211E-5
25.0	6.6530058280331055E-6
26.0	7.318306410836416E-5
27.0	1.1310109907656279E-4
28.0	1.330601165606621E-4
29.0	1.530191340447614E-4
30.0	2.993852622614897E-4
31.0	4.790164196183836E-4
32.0	8.449317401602044E-4
33.0	0.00126407110732629
34.0	0.001763046544428773
35.0	0.0026878143545253745
36.0	0.003200095803283924
37.0	0.004557308992202677
38.0	0.005508688825611411
39.0	0.006965697101950661
40.0	0.009068046943609125
41.0	0.011369986960108576
42.0	0.01309311546956915
43.0	0.01677222769247146
44.0	0.020258402746360808
45.0	0.02470261063948692
46.0	0.028760944194587114
47.0	0.033477925326662585
48.0	0.039611996700109106
49.0	0.04501423743247199
50.0	0.05003725683263699
51.0	0.05902546770630972
52.0	0.051447694068180005
53.0	0.06044255794768076
54.0	0.061972749288128376
55.0	0.06186630119487986
56.0	0.05914522181121431
57.0	0.05642414242754878
58.0	0.05208638262767118
59.0	0.04663091784868404
60.0	0.040523458498549644
61.0	0.03409000186284163
62.0	0.027410384011496397
63.0	0.021336189690502168
64.0	0.015508156585145167
65.0	0.011829044362242861
66.0	0.007597732655613807
67.0	0.00516273252255369
68.0	0.003220054820768023
69.0	0.0019825957367538656
70.0	9.713388508928334E-4
71.0	5.189344545865822E-4
72.0	3.0603826808952287E-4
73.0	1.1975410490459588E-4
74.0	3.991803496819863E-5
75.0	3.326502914016553E-5
76.0	1.3306011656066211E-5
77.0	0.0
78.0	0.0
79.0	0.0
80.0	6.6530058280331055E-6
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	6.6530058280331055E-6
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	3.326502914016553E-5
