#Coverage	Number of genomic locations
0.0	90300.0
1.0	28365.0
2.0	40587.0
3.0	50120.0
4.0	56056.0
5.0	62791.0
6.0	64870.0
7.0	67200.0
8.0	69058.0
9.0	67600.0
10.0	67410.0
11.0	67204.0
12.0	65181.0
13.0	63266.0
14.0	61341.0
15.0	59766.0
16.0	58243.0
17.0	56504.0
18.0	54230.0
19.0	52197.0
20.0	50511.0
21.0	48582.0
22.0	47184.0
23.0	45968.0
24.0	44154.0
25.0	43077.0
26.0	42044.0
27.0	40653.0
28.0	39423.0
29.0	38144.0
30.0	36364.0
31.0	35498.0
32.0	34190.0
33.0	33718.0
34.0	32501.0
35.0	31484.0
36.0	30756.0
37.0	29724.0
38.0	28928.0
39.0	27863.0
40.0	27249.0
41.0	26601.0
42.0	25987.0
43.0	25204.0
44.0	24782.0
45.0	23654.0
46.0	23371.0
47.0	22673.0
48.0	22070.0
49.0	21385.0
50.0	20898.0
51.0	20438.0
52.0	20027.0
53.0	19331.0
54.0	19177.0
55.0	18604.0
56.0	18470.0
57.0	17723.0
58.0	17450.0
59.0	16968.0
60.0	16674.0
61.0	16503.0
62.0	16218.0
63.0	15665.0
64.0	15455.0
65.0	15398.0
66.0	14655.0
67.0	14590.0
68.0	14512.0
69.0	13878.0
70.0	13616.0
71.0	13340.0
72.0	13265.0
73.0	12733.0
74.0	12362.0
75.0	12562.0
76.0	12065.0
77.0	11927.0
78.0	11679.0
79.0	11399.0
80.0	11120.0
81.0	10846.0
82.0	10922.0
83.0	10681.0
84.0	10395.0
85.0	10114.0
86.0	9964.0
87.0	9970.0
88.0	9562.0
89.0	9374.0
90.0	9137.0
91.0	8872.0
92.0	8903.0
93.0	8845.0
94.0	8466.0
95.0	8230.0
96.0	8182.0
97.0	8178.0
98.0	7989.0
99.0	8018.0
100.0	7917.0
101.0	7739.0
102.0	7464.0
103.0	7255.0
104.0	7262.0
105.0	7129.0
106.0	7012.0
107.0	6723.0
108.0	6656.0
109.0	6646.0
110.0	6641.0
111.0	6326.0
112.0	6157.0
113.0	6183.0
114.0	6107.0
115.0	6034.0
116.0	5883.0
117.0	5754.0
118.0	5642.0
119.0	5630.0
120.0	5489.0
121.0	5499.0
122.0	5270.0
123.0	5263.0
124.0	5078.0
125.0	5132.0
126.0	4960.0
127.0	4923.0
128.0	4794.0
129.0	4655.0
130.0	4644.0
131.0	4575.0
132.0	4573.0
133.0	4354.0
134.0	4304.0
135.0	4223.0
136.0	4241.0
137.0	4108.0
138.0	4134.0
139.0	3936.0
140.0	3968.0
141.0	3955.0
142.0	3890.0
143.0	3829.0
144.0	3738.0
145.0	3663.0
146.0	3572.0
147.0	3408.0
148.0	3525.0
149.0	3443.0
150.0	3416.0
151.0	3202.0
152.0	3252.0
153.0	3260.0
154.0	3075.0
155.0	2956.0
156.0	2992.0
157.0	2948.0
158.0	2851.0
159.0	2898.0
160.0	2782.0
161.0	2792.0
162.0	2791.0
163.0	2769.0
164.0	2648.0
165.0	2563.0
166.0	2611.0
167.0	2574.0
168.0	2393.0
169.0	2361.0
170.0	2312.0
171.0	2341.0
172.0	2282.0
173.0	2208.0
174.0	2194.0
175.0	2095.0
176.0	2067.0
177.0	2003.0
178.0	1887.0
179.0	1956.0
180.0	1928.0
181.0	1858.0
182.0	1762.0
183.0	1874.0
184.0	1786.0
185.0	1785.0
186.0	1741.0
187.0	1621.0
188.0	1588.0
189.0	1553.0
190.0	1446.0
191.0	1474.0
192.0	1436.0
193.0	1413.0
194.0	1426.0
195.0	1337.0
196.0	1351.0
197.0	1295.0
198.0	1328.0
199.0	1250.0
200.0	1170.0
201.0	1160.0
202.0	1079.0
203.0	1106.0
204.0	1016.0
205.0	1002.0
206.0	977.0
207.0	872.0
208.0	900.0
209.0	801.0
210.0	848.0
211.0	745.0
212.0	805.0
213.0	744.0
214.0	766.0
215.0	705.0
216.0	709.0
217.0	641.0
218.0	574.0
219.0	618.0
220.0	608.0
221.0	592.0
222.0	563.0
223.0	542.0
224.0	520.0
225.0	457.0
226.0	470.0
227.0	407.0
228.0	424.0
229.0	413.0
230.0	382.0
231.0	399.0
232.0	354.0
233.0	362.0
234.0	347.0
235.0	319.0
236.0	313.0
237.0	290.0
238.0	291.0
239.0	283.0
240.0	275.0
241.0	296.0
242.0	228.0
243.0	238.0
244.0	202.0
245.0	191.0
246.0	202.0
247.0	197.0
248.0	181.0
249.0	163.0
250.0	163.0
251.0	157.0
252.0	171.0
253.0	164.0
254.0	148.0
255.0	123.0
256.0	131.0
257.0	124.0
258.0	119.0
259.0	119.0
260.0	114.0
261.0	111.0
262.0	105.0
263.0	106.0
264.0	101.0
265.0	114.0
266.0	91.0
267.0	95.0
268.0	88.0
269.0	88.0
270.0	83.0
271.0	66.0
272.0	61.0
273.0	75.0
274.0	57.0
275.0	78.0
276.0	78.0
277.0	86.0
278.0	62.0
279.0	75.0
280.0	67.0
281.0	76.0
282.0	44.0
283.0	58.0
284.0	44.0
285.0	50.0
286.0	40.0
287.0	47.0
288.0	35.0
289.0	35.0
290.0	32.0
291.0	28.0
292.0	44.0
293.0	41.0
294.0	31.0
295.0	24.0
296.0	36.0
297.0	22.0
298.0	23.0
299.0	27.0
300.0	29.0
301.0	19.0
302.0	18.0
303.0	23.0
304.0	21.0
305.0	17.0
306.0	14.0
307.0	12.0
308.0	15.0
309.0	8.0
310.0	18.0
311.0	18.0
312.0	19.0
313.0	11.0
314.0	15.0
315.0	11.0
316.0	9.0
317.0	15.0
318.0	8.0
319.0	8.0
320.0	7.0
321.0	10.0
322.0	12.0
323.0	18.0
324.0	11.0
325.0	17.0
326.0	7.0
327.0	9.0
328.0	14.0
329.0	11.0
330.0	5.0
331.0	9.0
332.0	11.0
333.0	11.0
334.0	11.0
335.0	11.0
336.0	8.0
337.0	11.0
338.0	11.0
339.0	9.0
340.0	5.0
341.0	2.0
342.0	9.0
343.0	7.0
344.0	7.0
345.0	8.0
346.0	4.0
347.0	4.0
348.0	8.0
349.0	4.0
350.0	5.0
351.0	5.0
352.0	6.0
353.0	5.0
354.0	4.0
355.0	6.0
356.0	5.0
357.0	7.0
358.0	11.0
359.0	5.0
360.0	5.0
361.0	6.0
362.0	5.0
363.0	3.0
364.0	3.0
365.0	3.0
366.0	5.0
367.0	6.0
368.0	3.0
369.0	1.0
370.0	7.0
371.0	6.0
372.0	7.0
373.0	7.0
374.0	4.0
375.0	3.0
376.0	5.0
377.0	3.0
378.0	3.0
379.0	3.0
380.0	4.0
381.0	2.0
382.0	5.0
383.0	5.0
384.0	2.0
385.0	3.0
386.0	4.0
387.0	5.0
388.0	6.0
389.0	5.0
390.0	5.0
391.0	5.0
392.0	4.0
393.0	7.0
394.0	4.0
395.0	6.0
396.0	5.0
397.0	2.0
398.0	5.0
399.0	6.0
400.0	8.0
401.0	4.0
402.0	2.0
403.0	5.0
404.0	6.0
405.0	2.0
406.0	5.0
407.0	4.0
408.0	3.0
409.0	5.0
410.0	2.0
411.0	3.0
412.0	1.0
413.0	4.0
414.0	4.0
416.0	2.0
417.0	3.0
418.0	3.0
419.0	1.0
420.0	3.0
421.0	1.0
422.0	1.0
423.0	1.0
425.0	2.0
426.0	3.0
427.0	1.0
428.0	1.0
429.0	4.0
430.0	3.0
431.0	1.0
432.0	3.0
433.0	3.0
435.0	1.0
436.0	3.0
437.0	4.0
439.0	1.0
440.0	2.0
441.0	3.0
442.0	1.0
443.0	2.0
444.0	2.0
445.0	3.0
446.0	2.0
447.0	2.0
448.0	1.0
449.0	1.0
450.0	7.0
452.0	2.0
454.0	3.0
455.0	2.0
456.0	2.0
457.0	2.0
458.0	4.0
459.0	5.0
460.0	1.0
461.0	2.0
462.0	3.0
463.0	9.0
464.0	7.0
465.0	1.0
466.0	2.0
467.0	2.0
468.0	7.0
469.0	3.0
470.0	4.0
471.0	4.0
472.0	2.0
473.0	1.0
474.0	8.0
475.0	1.0
476.0	2.0
477.0	3.0
478.0	6.0
479.0	3.0
480.0	5.0
481.0	1.0
482.0	2.0
483.0	2.0
484.0	2.0
485.0	2.0
486.0	4.0
487.0	2.0
488.0	1.0
489.0	4.0
491.0	1.0
492.0	2.0
493.0	1.0
494.0	1.0
495.0	1.0
496.0	4.0
497.0	4.0
498.0	1.0
499.0	4.0
500.0	1.0
501.0	1.0
502.0	2.0
503.0	3.0
504.0	1.0
506.0	4.0
508.0	2.0
509.0	5.0
510.0	2.0
511.0	2.0
513.0	1.0
515.0	1.0
516.0	2.0
517.0	2.0
518.0	1.0
520.0	5.0
521.0	1.0
522.0	1.0
523.0	1.0
524.0	3.0
525.0	2.0
527.0	1.0
529.0	1.0
530.0	1.0
531.0	3.0
532.0	4.0
533.0	1.0
534.0	1.0
535.0	1.0
536.0	2.0
538.0	1.0
539.0	3.0
540.0	1.0
542.0	2.0
543.0	3.0
544.0	1.0
545.0	1.0
547.0	1.0
548.0	2.0
549.0	1.0
551.0	3.0
552.0	4.0
553.0	1.0
554.0	1.0
556.0	2.0
557.0	2.0
558.0	1.0
559.0	1.0
560.0	1.0
561.0	3.0
562.0	3.0
564.0	2.0
565.0	3.0
566.0	3.0
567.0	1.0
568.0	3.0
569.0	1.0
570.0	2.0
572.0	1.0
573.0	2.0
574.0	4.0
575.0	3.0
578.0	3.0
579.0	1.0
581.0	1.0
582.0	5.0
583.0	2.0
586.0	1.0
587.0	3.0
588.0	1.0
589.0	5.0
590.0	1.0
591.0	3.0
592.0	2.0
593.0	2.0
595.0	1.0
596.0	4.0
598.0	2.0
599.0	3.0
600.0	4.0
601.0	2.0
602.0	6.0
603.0	4.0
604.0	1.0
605.0	1.0
606.0	2.0
607.0	2.0
608.0	2.0
609.0	5.0
610.0	4.0
611.0	2.0
613.0	2.0
614.0	2.0
615.0	3.0
617.0	2.0
618.0	2.0
619.0	4.0
620.0	2.0
621.0	2.0
622.0	2.0
623.0	2.0
626.0	1.0
627.0	1.0
628.0	5.0
629.0	3.0
630.0	1.0
631.0	1.0
632.0	3.0
634.0	1.0
635.0	3.0
636.0	3.0
637.0	3.0
638.0	1.0
639.0	1.0
640.0	2.0
641.0	3.0
642.0	1.0
643.0	3.0
645.0	1.0
646.0	2.0
648.0	2.0
649.0	5.0
650.0	3.0
651.0	2.0
652.0	2.0
653.0	3.0
654.0	3.0
655.0	3.0
658.0	4.0
659.0	2.0
661.0	2.0
662.0	2.0
663.0	1.0
664.0	2.0
665.0	2.0
667.0	1.0
668.0	3.0
669.0	4.0
672.0	1.0
673.0	3.0
676.0	1.0
677.0	1.0
678.0	1.0
679.0	4.0
680.0	1.0
681.0	1.0
682.0	2.0
683.0	1.0
684.0	1.0
687.0	1.0
688.0	1.0
689.0	1.0
690.0	4.0
691.0	1.0
692.0	1.0
693.0	2.0
694.0	2.0
695.0	2.0
696.0	3.0
697.0	1.0
698.0	2.0
701.0	1.0
703.0	1.0
704.0	1.0
707.0	4.0
708.0	2.0
709.0	1.0
710.0	1.0
711.0	2.0
712.0	3.0
713.0	1.0
714.0	1.0
716.0	2.0
717.0	3.0
718.0	2.0
719.0	2.0
720.0	2.0
721.0	3.0
723.0	1.0
724.0	3.0
725.0	1.0
726.0	1.0
727.0	8.0
728.0	1.0
730.0	1.0
731.0	2.0
732.0	1.0
734.0	1.0
737.0	2.0
739.0	3.0
742.0	1.0
743.0	2.0
747.0	1.0
748.0	2.0
750.0	1.0
755.0	1.0
757.0	2.0
759.0	2.0
760.0	1.0
763.0	1.0
765.0	1.0
769.0	1.0
770.0	1.0
771.0	1.0
772.0	2.0
776.0	1.0
779.0	3.0
786.0	2.0
787.0	1.0
788.0	2.0
789.0	3.0
791.0	1.0
795.0	2.0
801.0	1.0
803.0	1.0
805.0	1.0
806.0	1.0
809.0	2.0
811.0	1.0
815.0	2.0
816.0	1.0
819.0	1.0
820.0	1.0
823.0	1.0
824.0	1.0
825.0	1.0
827.0	3.0
829.0	1.0
832.0	4.0
833.0	2.0
838.0	1.0
840.0	1.0
844.0	1.0
845.0	1.0
850.0	1.0
851.0	2.0
853.0	2.0
857.0	3.0
858.0	2.0
860.0	1.0
863.0	1.0
864.0	1.0
867.0	1.0
869.0	1.0
873.0	1.0
875.0	1.0
876.0	2.0
878.0	1.0
880.0	1.0
883.0	2.0
884.0	2.0
886.0	2.0
887.0	1.0
888.0	1.0
889.0	2.0
893.0	1.0
895.0	1.0
896.0	1.0
901.0	1.0
903.0	1.0
904.0	1.0
906.0	1.0
907.0	1.0
908.0	2.0
915.0	1.0
916.0	3.0
917.0	2.0
918.0	1.0
920.0	1.0
921.0	1.0
923.0	1.0
926.0	1.0
927.0	2.0
932.0	1.0
933.0	1.0
934.0	1.0
935.0	1.0
936.0	2.0
937.0	1.0
938.0	2.0
939.0	1.0
940.0	1.0
941.0	1.0
944.0	1.0
946.0	3.0
947.0	2.0
948.0	4.0
952.0	1.0
954.0	1.0
955.0	1.0
956.0	2.0
957.0	1.0
958.0	1.0
962.0	2.0
965.0	1.0
966.0	1.0
967.0	1.0
968.0	3.0
969.0	1.0
970.0	1.0
971.0	1.0
977.0	1.0
979.0	1.0
982.0	1.0
983.0	1.0
986.0	1.0
987.0	2.0
988.0	4.0
989.0	1.0
991.0	1.0
993.0	3.0
994.0	1.0
997.0	2.0
1000.0	1.0
1001.0	2.0
1006.0	1.0
1007.0	2.0
1008.0	1.0
1012.0	1.0
1013.0	1.0
1016.0	1.0
1017.0	3.0
1020.0	3.0
1021.0	2.0
1023.0	2.0
1024.0	1.0
1025.0	4.0
1026.0	1.0
1027.0	2.0
1031.0	1.0
1033.0	1.0
1034.0	2.0
1035.0	1.0
1036.0	1.0
1037.0	2.0
1038.0	1.0
1040.0	1.0
1042.0	2.0
1047.0	1.0
1049.0	1.0
1050.0	1.0
1051.0	1.0
1053.0	2.0
1054.0	2.0
1055.0	1.0
1056.0	2.0
1057.0	1.0
1060.0	1.0
1062.0	3.0
1066.0	1.0
1067.0	1.0
1069.0	3.0
1071.0	2.0
1072.0	1.0
1077.0	2.0
1078.0	5.0
1079.0	4.0
1084.0	1.0
1085.0	2.0
1090.0	2.0
1091.0	1.0
1093.0	1.0
1100.0	1.0
1104.0	3.0
1105.0	2.0
1106.0	1.0
1109.0	2.0
1111.0	3.0
1112.0	1.0
1115.0	1.0
1116.0	1.0
1119.0	1.0
1123.0	2.0
1124.0	1.0
1126.0	1.0
1128.0	2.0
1129.0	1.0
1130.0	2.0
1131.0	1.0
1134.0	1.0
1136.0	2.0
1137.0	1.0
1138.0	2.0
1140.0	1.0
1141.0	1.0
1143.0	1.0
1144.0	1.0
1146.0	2.0
1149.0	2.0
1150.0	2.0
1151.0	1.0
1152.0	1.0
1153.0	2.0
1156.0	1.0
1157.0	2.0
1163.0	1.0
1165.0	1.0
1167.0	1.0
1171.0	1.0
1173.0	1.0
1174.0	1.0
1175.0	1.0
1177.0	1.0
1178.0	2.0
1180.0	2.0
1185.0	1.0
1190.0	1.0
1192.0	1.0
1194.0	1.0
1196.0	1.0
1197.0	1.0
1199.0	1.0
1200.0	1.0
1201.0	1.0
1202.0	1.0
1203.0	2.0
1206.0	1.0
1209.0	2.0
1212.0	1.0
1214.0	1.0
1215.0	2.0
1217.0	2.0
1221.0	1.0
1224.0	1.0
1225.0	1.0
1227.0	2.0
1228.0	2.0
1229.0	1.0
1231.0	1.0
1234.0	2.0
1235.0	1.0
1236.0	1.0
1240.0	1.0
1243.0	1.0
1244.0	1.0
1245.0	1.0
1246.0	1.0
1247.0	2.0
1248.0	2.0
1249.0	2.0
1250.0	1.0
1251.0	2.0
1254.0	1.0
1255.0	1.0
1256.0	3.0
1257.0	3.0
1259.0	1.0
1260.0	1.0
1261.0	1.0
1262.0	1.0
1264.0	3.0
1266.0	1.0
1267.0	1.0
1270.0	2.0
1272.0	2.0
1275.0	1.0
1277.0	3.0
1278.0	1.0
1279.0	2.0
1281.0	2.0
1284.0	1.0
1286.0	1.0
1290.0	2.0
1292.0	3.0
1294.0	1.0
1295.0	1.0
1296.0	1.0
1297.0	1.0
1298.0	1.0
1300.0	2.0
1301.0	1.0
1302.0	1.0
1303.0	2.0
1304.0	1.0
1307.0	1.0
1312.0	2.0
1313.0	1.0
1314.0	1.0
1315.0	3.0
1317.0	1.0
1320.0	1.0
1321.0	2.0
1327.0	3.0
1328.0	1.0
1330.0	1.0
1331.0	1.0
1333.0	1.0
1344.0	1.0
1348.0	1.0
1349.0	1.0
1351.0	1.0
1354.0	1.0
1361.0	1.0
1364.0	2.0
1370.0	1.0
1375.0	1.0
1378.0	1.0
1380.0	1.0
1384.0	1.0
1387.0	1.0
1389.0	2.0
1394.0	1.0
1395.0	1.0
1401.0	1.0
1412.0	1.0
1415.0	1.0
1416.0	1.0
1418.0	2.0
1421.0	1.0
1429.0	1.0
1430.0	1.0
1431.0	1.0
1432.0	1.0
1437.0	1.0
1439.0	1.0
1440.0	1.0
1444.0	1.0
1448.0	1.0
1450.0	1.0
1451.0	2.0
1458.0	1.0
1459.0	1.0
1461.0	1.0
1470.0	1.0
1473.0	2.0
1487.0	1.0
1488.0	1.0
1491.0	1.0
1492.0	2.0
1505.0	2.0
1511.0	1.0
1515.0	1.0
1518.0	1.0
1519.0	1.0
1521.0	1.0
1522.0	1.0
1523.0	1.0
1527.0	1.0
1528.0	1.0
1531.0	1.0
1533.0	2.0
1534.0	1.0
1535.0	1.0
1536.0	1.0
1539.0	1.0
1546.0	1.0
1560.0	1.0
1569.0	1.0
1576.0	1.0
1587.0	1.0
1596.0	1.0
1597.0	1.0
1614.0	1.0
1622.0	2.0
1625.0	1.0
1658.0	1.0
1660.0	1.0
1670.0	1.0
1671.0	1.0
1684.0	1.0
1699.0	1.0
1705.0	1.0
1711.0	1.0
1718.0	1.0
1719.0	1.0
1726.0	1.0
1738.0	1.0
1744.0	1.0
1756.0	1.0
1762.0	2.0
1774.0	1.0
1787.0	2.0
1797.0	1.0
1801.0	1.0
1814.0	1.0
1815.0	1.0
1816.0	1.0
1830.0	1.0
1834.0	1.0
1838.0	1.0
1839.0	1.0
1845.0	1.0
1847.0	1.0
1857.0	1.0
1870.0	2.0
1875.0	2.0
1891.0	1.0
1900.0	1.0
1908.0	1.0
1910.0	1.0
1912.0	1.0
1920.0	1.0
1935.0	1.0
1941.0	1.0
1944.0	1.0
1947.0	2.0
1948.0	1.0
1951.0	1.0
1955.0	2.0
1961.0	1.0
1963.0	1.0
1965.0	1.0
1970.0	1.0
1975.0	1.0
1985.0	1.0
1987.0	1.0
1989.0	1.0
1993.0	1.0
1994.0	1.0
2019.0	2.0
2053.0	1.0
2054.0	1.0
2079.0	1.0
2081.0	1.0
2105.0	1.0
2106.0	1.0
2131.0	2.0
2149.0	1.0
2160.0	1.0
2171.0	1.0
2186.0	1.0
2200.0	1.0
2202.0	1.0
2216.0	1.0
2222.0	1.0
2225.0	1.0
2237.0	1.0
2243.0	1.0
2249.0	1.0
2251.0	1.0
2261.0	1.0
2265.0	1.0
2272.0	1.0
