#Coverage (X)	Coverage
1.0	58.59134528336049
2.0	24.648439857565336
3.0	10.755024443237374
4.0	5.624962278954683
5.0	2.963365320779772
6.0	1.8951053171585528
7.0	1.6174784235620763
8.0	1.4907357112680302
9.0	1.4002052024865748
10.0	1.3217454282093115
11.0	1.2432856539320483
12.0	1.2131088176715679
13.0	1.1527551451505929
14.0	1.1467197778984968
15.0	1.0863661053775218
16.0	1.0561892691170414
17.0	1.0380831673607531
18.0	0.9475526585792977
19.0	0.911340455066707
20.0	0.8871989860583227
21.0	0.8570221497978423
22.0	0.832880680789458
23.0	0.8087392117810737
24.0	0.7785623755205933
25.0	0.760456273764305
26.0	0.7302794375038246
27.0	0.7242440702517285
28.0	0.6819964994870418
29.0	0.6518196632265614
30.0	0.6337135614702731
31.0	0.567324521697202
32.0	0.5492184199409138
33.0	0.5371476854367216
34.0	0.5069708491762412
35.0	0.47075864566365055
36.0	0.3017683626049319
37.0	0.2957329953528358
38.0	0.28969762810073973
39.0	0.2655561590923554
40.0	0.25952079184025934
41.0	0.25348542458816326
42.0	0.24745005733606718
43.0	0.23537932283187502
44.0	0.19916711931928432
45.0	0.19313175206718824
46.0	0.18709638481509216
47.0	0.18106101756299608
48.0	0.1448488140504054
49.0	0.13881344679830931
50.0	0.012070734504263214
51.0	7.105427357601002E-14
