#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.001256281407035176
25.0	0.0
26.0	0.0
27.0	0.002512562814070352
28.0	0.001256281407035176
29.0	0.0037688442211055275
30.0	0.002512562814070352
31.0	0.011306532663316583
32.0	0.005025125628140704
33.0	0.015075376884422112
34.0	0.027638190954773868
35.0	0.021356783919597985
36.0	0.038944723618090454
37.0	0.04899497487437186
38.0	0.04899497487437186
39.0	0.06030150753768845
40.0	0.06407035175879397
41.0	0.059045226130653265
42.0	0.07160804020100502
43.0	0.06658291457286432
44.0	0.07663316582914573
45.0	0.07035175879396985
46.0	0.05527638190954774
47.0	0.07412060301507538
48.0	0.03768844221105528
49.0	0.04020100502512563
50.0	0.022613065326633163
51.0	0.027638190954773864
52.0	0.011306532663316583
53.0	0.007537688442211055
54.0	0.010050251256281407
55.0	0.005025125628140704
56.0	0.0037688442211055275
57.0	0.0037688442211055275
58.0	0.002512562814070352
59.0	0.001256281407035176
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
