#Coverage (X)	Coverage
1.0	90.19399957713765
2.0	77.16601447339715
3.0	61.725847507024504
4.0	46.461312225709364
5.0	33.204852942121406
6.0	22.494655319758294
7.0	14.517764043420812
8.0	8.99056759938108
9.0	5.270970010124842
10.0	2.965085094163385
11.0	1.634047823834706
12.0	0.8847675618681166
13.0	0.4891373026706276
14.0	0.2822652081281518
15.0	0.176335435711934
16.0	0.12471685510357133
17.0	0.09990199507193154
18.0	0.0887643760194976
19.0	0.08227763085709228
20.0	0.07747376769437153
21.0	0.0745669715131072
22.0	0.07239452384079925
23.0	0.07089522896835376
24.0	0.07013028260486465
25.0	0.06887577056873795
26.0	0.06774364995077065
27.0	0.06679511646004244
28.0	0.06569359369662209
29.0	0.06480625591497358
30.0	0.064316690242336
31.0	0.06339875460614053
32.0	0.06220543827909353
33.0	0.061379296206524714
34.0	0.06070614340664804
35.0	0.06015538202493076
36.0	0.05960462064321348
37.0	0.059084457116043154
38.0	0.05890086998880406
39.0	0.05844190217071343
40.0	0.057982934352622806
41.0	0.05746277082545248
42.0	0.05648363948017732
43.0	0.055994073807539735
44.0	0.055443312425822455
45.0	0.05483135533502548
46.0	0.0542805939533082
47.0	0.05366863686251122
48.0	0.05320966904442059
49.0	0.05281189693540966
50.0	0.05238352697185178
51.0	0.051863363444681454
