#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	7.285974499089253E-5
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	7.285974499089253E-5
25.0	2.185792349726776E-4
26.0	1.4571948998178506E-4
27.0	7.285974499089253E-5
28.0	0.0
29.0	2.185792349726776E-4
30.0	2.9143897996357013E-4
31.0	2.185792349726776E-4
32.0	5.828779599271403E-4
33.0	0.0013114754098360656
34.0	8.743169398907104E-4
35.0	0.001092896174863388
36.0	0.0021129326047358834
37.0	0.0028415300546448087
38.0	0.003424408014571949
39.0	0.0037887067395264117
40.0	0.005245901639344262
41.0	0.00808743169398907
42.0	0.007431693989071038
43.0	0.013041894353369762
44.0	0.013260473588342443
45.0	0.01741347905282331
46.0	0.022076502732240436
47.0	0.03060109289617486
48.0	0.03839708561020037
49.0	0.043788706739526416
50.0	0.05012750455373406
51.0	0.06579234972677597
52.0	0.06171220400728598
53.0	0.07766848816029145
54.0	0.07897996357012751
55.0	0.08233151183970858
56.0	0.08051001821493625
57.0	0.07446265938069217
58.0	0.06134790528233152
59.0	0.05071038251366121
60.0	0.035774134790528225
61.0	0.028561020036429872
62.0	0.016466302367941714
63.0	0.009398907103825137
64.0	0.005100182149362477
65.0	0.0022586520947176685
66.0	0.001092896174863388
67.0	8.014571948998178E-4
68.0	7.285974499089253E-5
69.0	0.0
70.0	0.0
71.0	0.0
72.0	7.285974499089253E-5
73.0	7.285974499089253E-5
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
