#Coverage (X)	Coverage
1.0	85.67249341610665
2.0	70.94605200472553
3.0	56.82569289606551
4.0	45.0274661641275
5.0	35.19971066668748
6.0	27.120530762623986
7.0	20.484988233595033
8.0	15.281272307748324
9.0	11.253401334005261
10.0	8.076609684282161
11.0	5.747348007452416
12.0	4.011470523709818
13.0	2.7224135098095132
14.0	1.8484163927393666
15.0	1.2235164094763888
16.0	0.7997055262479051
17.0	0.5141051519749453
18.0	0.3346181372454424
19.0	0.22945331119271373
20.0	0.16440227244144978
21.0	0.1277154448484339
22.0	0.10531781532542084
23.0	0.09292568423687442
24.0	0.08604116696545816
25.0	0.0838687192931502
26.0	0.08145148878452346
27.0	0.07937083467582795
28.0	0.07759615911253093
29.0	0.07649463634911058
30.0	0.07566849427654176
31.0	0.07459756936765416
32.0	0.07337365518607442
33.0	0.07205794744086802
34.0	0.07080343540474132
35.0	0.06976310835040067
36.0	0.0691511512596037
37.0	0.06853919416880672
38.0	0.0679578349325567
39.0	0.06743767140538637
40.0	0.06682571431458939
41.0	0.06618315936925967
42.0	0.06572419155116904
43.0	0.06514283231491902
44.0	0.06434728809688295
45.0	0.06367413529700627
46.0	0.06284799322443746
47.0	0.06196065544278895
48.0	0.06104271980659348
49.0	0.060430762715796504
50.0	0.06009418631586527
51.0	0.05984940347954648
