#Coverage	Number of genomic locations
331.0	3.0
332.0	1.0
339.0	1.0
341.0	1.0
342.0	2.0
343.0	2.0
344.0	1.0
345.0	2.0
347.0	3.0
348.0	3.0
349.0	1.0
350.0	1.0
353.0	2.0
355.0	1.0
356.0	1.0
357.0	2.0
359.0	1.0
362.0	1.0
364.0	2.0
367.0	2.0
370.0	1.0
371.0	3.0
372.0	2.0
374.0	3.0
375.0	1.0
376.0	2.0
382.0	1.0
383.0	4.0
384.0	1.0
385.0	1.0
388.0	2.0
389.0	1.0
394.0	2.0
395.0	2.0
396.0	2.0
397.0	2.0
400.0	1.0
401.0	1.0
402.0	3.0
405.0	6.0
407.0	1.0
411.0	1.0
412.0	1.0
413.0	1.0
414.0	2.0
417.0	1.0
418.0	3.0
419.0	1.0
420.0	1.0
421.0	2.0
422.0	1.0
423.0	1.0
424.0	1.0
425.0	1.0
426.0	3.0
427.0	1.0
432.0	1.0
435.0	1.0
436.0	1.0
437.0	1.0
438.0	2.0
441.0	1.0
442.0	1.0
444.0	2.0
445.0	2.0
446.0	1.0
449.0	2.0
450.0	1.0
451.0	2.0
452.0	2.0
456.0	1.0
457.0	1.0
458.0	1.0
459.0	1.0
460.0	1.0
461.0	1.0
463.0	1.0
464.0	1.0
466.0	1.0
467.0	1.0
468.0	1.0
469.0	1.0
470.0	3.0
472.0	2.0
474.0	1.0
477.0	1.0
478.0	1.0
480.0	1.0
481.0	3.0
483.0	1.0
485.0	1.0
487.0	2.0
488.0	3.0
489.0	1.0
490.0	1.0
491.0	1.0
492.0	2.0
493.0	1.0
494.0	1.0
496.0	1.0
498.0	3.0
500.0	2.0
502.0	1.0
503.0	1.0
504.0	3.0
505.0	2.0
507.0	3.0
508.0	1.0
510.0	1.0
511.0	3.0
512.0	1.0
513.0	2.0
514.0	1.0
515.0	2.0
516.0	2.0
517.0	2.0
518.0	4.0
519.0	1.0
520.0	2.0
522.0	2.0
523.0	2.0
524.0	1.0
528.0	1.0
529.0	2.0
530.0	1.0
532.0	1.0
535.0	5.0
536.0	1.0
537.0	1.0
538.0	2.0
539.0	1.0
540.0	1.0
542.0	1.0
543.0	2.0
548.0	1.0
549.0	2.0
550.0	3.0
551.0	2.0
557.0	3.0
558.0	1.0
559.0	1.0
560.0	1.0
566.0	1.0
567.0	1.0
568.0	2.0
570.0	1.0
572.0	1.0
575.0	3.0
576.0	2.0
577.0	1.0
578.0	1.0
581.0	1.0
582.0	1.0
583.0	3.0
587.0	2.0
588.0	1.0
590.0	2.0
591.0	1.0
592.0	2.0
593.0	2.0
594.0	1.0
595.0	2.0
596.0	2.0
597.0	1.0
598.0	2.0
599.0	1.0
600.0	2.0
601.0	1.0
604.0	1.0
606.0	1.0
607.0	1.0
608.0	1.0
610.0	2.0
611.0	1.0
613.0	1.0
614.0	2.0
615.0	1.0
616.0	1.0
618.0	5.0
619.0	1.0
620.0	2.0
622.0	4.0
623.0	1.0
624.0	2.0
625.0	1.0
626.0	1.0
627.0	2.0
629.0	1.0
630.0	2.0
631.0	2.0
632.0	1.0
633.0	4.0
634.0	1.0
635.0	1.0
636.0	2.0
637.0	4.0
641.0	2.0
642.0	3.0
643.0	2.0
644.0	1.0
645.0	1.0
647.0	1.0
650.0	1.0
651.0	1.0
653.0	1.0
655.0	3.0
657.0	1.0
659.0	2.0
660.0	1.0
661.0	3.0
662.0	3.0
664.0	1.0
665.0	1.0
666.0	1.0
667.0	1.0
669.0	1.0
673.0	1.0
674.0	3.0
676.0	1.0
677.0	1.0
678.0	3.0
680.0	2.0
682.0	3.0
684.0	1.0
685.0	1.0
686.0	1.0
687.0	1.0
688.0	1.0
689.0	2.0
690.0	1.0
691.0	1.0
693.0	1.0
694.0	3.0
695.0	2.0
696.0	3.0
697.0	2.0
698.0	2.0
699.0	1.0
700.0	1.0
701.0	1.0
702.0	2.0
703.0	2.0
704.0	2.0
712.0	1.0
713.0	1.0
714.0	1.0
717.0	1.0
718.0	2.0
720.0	2.0
725.0	1.0
728.0	1.0
729.0	1.0
731.0	1.0
733.0	1.0
734.0	2.0
736.0	1.0
737.0	1.0
739.0	1.0
743.0	2.0
744.0	2.0
748.0	2.0
751.0	1.0
752.0	1.0
753.0	1.0
755.0	1.0
757.0	1.0
761.0	1.0
763.0	2.0
768.0	1.0
769.0	2.0
773.0	1.0
774.0	1.0
775.0	2.0
777.0	1.0
778.0	1.0
779.0	1.0
782.0	1.0
783.0	1.0
786.0	1.0
788.0	2.0
791.0	1.0
792.0	2.0
793.0	1.0
796.0	1.0
798.0	1.0
799.0	2.0
800.0	1.0
801.0	2.0
806.0	2.0
808.0	1.0
809.0	1.0
810.0	1.0
811.0	3.0
813.0	1.0
814.0	1.0
817.0	2.0
818.0	1.0
819.0	1.0
822.0	2.0
823.0	1.0
824.0	1.0
825.0	1.0
827.0	1.0
828.0	3.0
829.0	1.0
832.0	3.0
833.0	1.0
834.0	3.0
835.0	1.0
836.0	1.0
837.0	1.0
840.0	3.0
841.0	1.0
843.0	2.0
844.0	2.0
845.0	2.0
847.0	2.0
848.0	1.0
850.0	2.0
851.0	1.0
852.0	3.0
855.0	1.0
856.0	1.0
859.0	1.0
860.0	1.0
861.0	2.0
862.0	3.0
865.0	1.0
866.0	1.0
867.0	1.0
868.0	2.0
869.0	1.0
870.0	1.0
873.0	2.0
874.0	1.0
876.0	1.0
877.0	1.0
878.0	1.0
881.0	1.0
882.0	1.0
884.0	1.0
886.0	1.0
887.0	1.0
888.0	1.0
889.0	1.0
894.0	1.0
897.0	1.0
899.0	1.0
900.0	1.0
902.0	1.0
904.0	1.0
906.0	1.0
908.0	3.0
911.0	1.0
912.0	1.0
915.0	1.0
916.0	1.0
917.0	2.0
918.0	2.0
919.0	2.0
921.0	2.0
922.0	1.0
923.0	1.0
924.0	1.0
930.0	1.0
931.0	1.0
932.0	1.0
933.0	1.0
936.0	1.0
951.0	1.0
956.0	1.0
961.0	1.0
975.0	1.0
982.0	1.0
983.0	1.0
991.0	1.0
996.0	1.0
1005.0	1.0
1006.0	1.0
1025.0	1.0
1026.0	2.0
1029.0	1.0
1043.0	1.0
1047.0	1.0
1058.0	1.0
1064.0	1.0
1068.0	1.0
1072.0	1.0
1077.0	1.0
1079.0	1.0
1089.0	1.0
1092.0	1.0
1100.0	2.0
1108.0	1.0
1122.0	1.0
1127.0	1.0
1131.0	2.0
1140.0	2.0
1150.0	1.0
1159.0	1.0
1161.0	1.0
1164.0	1.0
1173.0	1.0
1176.0	1.0
1185.0	1.0
1188.0	1.0
1191.0	1.0
1200.0	1.0
1201.0	2.0
1210.0	1.0
1214.0	1.0
1215.0	1.0
1216.0	1.0
1220.0	1.0
1221.0	1.0
1226.0	1.0
1232.0	1.0
1235.0	1.0
1236.0	1.0
1240.0	1.0
1243.0	1.0
1248.0	1.0
1252.0	1.0
1253.0	1.0
1254.0	1.0
1255.0	1.0
1256.0	1.0
1257.0	1.0
1259.0	1.0
1265.0	1.0
1271.0	1.0
1274.0	1.0
1279.0	1.0
1302.0	1.0
1307.0	1.0
1326.0	1.0
1333.0	1.0
1356.0	1.0
1359.0	1.0
1393.0	1.0
1399.0	1.0
1424.0	1.0
1432.0	1.0
1454.0	1.0
1462.0	1.0
1486.0	1.0
1495.0	1.0
1511.0	1.0
1518.0	1.0
1529.0	1.0
1544.0	1.0
1554.0	1.0
1574.0	1.0
1575.0	1.0
1589.0	1.0
1594.0	1.0
1612.0	1.0
1614.0	1.0
1626.0	1.0
1642.0	1.0
1645.0	1.0
1655.0	1.0
1662.0	1.0
1667.0	1.0
1678.0	1.0
1682.0	1.0
1696.0	1.0
1699.0	1.0
1710.0	1.0
1713.0	1.0
1720.0	1.0
1729.0	1.0
1730.0	1.0
1735.0	1.0
