#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	1.8129079042784627E-4
37.0	1.8129079042784627E-4
38.0	3.6258158085569254E-4
39.0	5.438723712835388E-4
40.0	5.438723712835388E-4
41.0	0.00145032632342277
42.0	0.0018129079042784623
43.0	0.0032632342277012327
44.0	0.0045322697606961565
45.0	0.006889050036258158
46.0	0.009970993473531545
47.0	0.01649746192893401
48.0	0.025380710659898477
49.0	0.029006526468455404
50.0	0.042240754169688186
51.0	0.056925308194343736
52.0	0.047316896301667875
53.0	0.06308919506889052
54.0	0.07342277012327773
55.0	0.0948150833937636
56.0	0.09300217548948513
57.0	0.09282088469905729
58.0	0.08756345177664976
59.0	0.07197244379985497
60.0	0.06163886874546773
61.0	0.04496011602610587
62.0	0.0290065264684554
63.0	0.01704133430021755
64.0	0.011421319796954314
65.0	0.005982596084118926
66.0	0.00290065264684554
67.0	0.0018129079042784625
68.0	1.8129079042784627E-4
69.0	3.6258158085569254E-4
70.0	1.8129079042784627E-4
71.0	1.8129079042784627E-4
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	5.438723712835388E-4
