#Coverage	Number of genomic locations
0.0	502627.0
1.0	437723.0
2.0	356289.0
3.0	287858.0
4.0	230217.0
5.0	185849.0
6.0	153393.0
7.0	127559.0
8.0	105791.0
9.0	91269.0
10.0	79389.0
11.0	69854.0
12.0	61584.0
13.0	53762.0
14.0	48054.0
15.0	43334.0
16.0	37886.0
17.0	33947.0
18.0	31379.0
19.0	27654.0
20.0	25558.0
21.0	23640.0
22.0	21614.0
23.0	19934.0
24.0	17929.0
25.0	16522.0
26.0	15020.0
27.0	13592.0
28.0	13034.0
29.0	11625.0
30.0	10712.0
31.0	9756.0
32.0	9001.0
33.0	8304.0
34.0	7363.0
35.0	6784.0
36.0	6190.0
37.0	5723.0
38.0	5266.0
39.0	4772.0
40.0	4344.0
41.0	3996.0
42.0	3639.0
43.0	3485.0
44.0	3134.0
45.0	2921.0
46.0	2606.0
47.0	2223.0
48.0	1971.0
49.0	1827.0
50.0	1643.0
51.0	1488.0
52.0	1436.0
53.0	1271.0
54.0	1085.0
55.0	982.0
56.0	898.0
57.0	733.0
58.0	702.0
59.0	675.0
60.0	642.0
61.0	610.0
62.0	518.0
63.0	436.0
64.0	412.0
65.0	370.0
66.0	342.0
67.0	322.0
68.0	278.0
69.0	266.0
70.0	219.0
71.0	235.0
72.0	182.0
73.0	173.0
74.0	176.0
75.0	205.0
76.0	179.0
77.0	136.0
78.0	141.0
79.0	128.0
80.0	120.0
81.0	90.0
82.0	99.0
83.0	97.0
84.0	78.0
85.0	83.0
86.0	71.0
87.0	62.0
88.0	64.0
89.0	54.0
90.0	53.0
91.0	61.0
92.0	58.0
93.0	60.0
94.0	65.0
95.0	43.0
96.0	47.0
97.0	48.0
98.0	42.0
99.0	46.0
100.0	39.0
101.0	34.0
102.0	50.0
103.0	46.0
104.0	37.0
105.0	31.0
106.0	36.0
107.0	39.0
108.0	28.0
109.0	27.0
110.0	31.0
111.0	23.0
112.0	31.0
113.0	17.0
114.0	17.0
115.0	11.0
116.0	15.0
117.0	17.0
118.0	12.0
119.0	17.0
120.0	11.0
121.0	6.0
122.0	9.0
123.0	8.0
124.0	13.0
125.0	8.0
126.0	10.0
127.0	11.0
128.0	6.0
129.0	16.0
130.0	14.0
131.0	5.0
132.0	13.0
133.0	14.0
134.0	15.0
135.0	4.0
136.0	9.0
137.0	15.0
138.0	5.0
139.0	8.0
140.0	10.0
141.0	15.0
142.0	12.0
143.0	8.0
144.0	10.0
145.0	3.0
146.0	4.0
147.0	8.0
148.0	7.0
149.0	16.0
150.0	2.0
151.0	8.0
152.0	12.0
153.0	6.0
154.0	6.0
155.0	8.0
156.0	6.0
157.0	6.0
158.0	5.0
159.0	4.0
160.0	6.0
161.0	7.0
162.0	6.0
163.0	9.0
164.0	8.0
165.0	6.0
166.0	2.0
167.0	6.0
168.0	10.0
169.0	2.0
170.0	6.0
171.0	4.0
172.0	4.0
173.0	4.0
174.0	4.0
175.0	3.0
176.0	5.0
177.0	1.0
178.0	1.0
179.0	5.0
180.0	4.0
181.0	2.0
182.0	3.0
183.0	2.0
184.0	3.0
185.0	3.0
186.0	2.0
187.0	3.0
188.0	2.0
189.0	4.0
190.0	5.0
191.0	3.0
192.0	5.0
193.0	3.0
194.0	1.0
195.0	4.0
196.0	4.0
197.0	10.0
198.0	4.0
199.0	3.0
200.0	11.0
201.0	5.0
202.0	4.0
203.0	7.0
204.0	10.0
205.0	10.0
206.0	3.0
207.0	5.0
208.0	5.0
209.0	10.0
210.0	4.0
211.0	5.0
212.0	2.0
213.0	2.0
215.0	5.0
216.0	3.0
217.0	2.0
218.0	5.0
