#Coverage	Number of genomic locations
219.0	4.0
220.0	2.0
221.0	5.0
222.0	5.0
223.0	7.0
224.0	4.0
225.0	2.0
226.0	1.0
227.0	5.0
228.0	1.0
229.0	7.0
230.0	2.0
231.0	8.0
232.0	6.0
233.0	7.0
234.0	3.0
235.0	5.0
236.0	2.0
238.0	2.0
239.0	3.0
241.0	3.0
242.0	1.0
243.0	3.0
244.0	3.0
245.0	1.0
246.0	2.0
247.0	1.0
248.0	3.0
249.0	3.0
250.0	1.0
252.0	2.0
253.0	1.0
254.0	3.0
255.0	4.0
256.0	2.0
257.0	4.0
258.0	2.0
259.0	1.0
260.0	3.0
262.0	3.0
263.0	1.0
264.0	4.0
265.0	1.0
266.0	3.0
267.0	3.0
268.0	2.0
269.0	2.0
270.0	1.0
271.0	2.0
272.0	3.0
273.0	4.0
274.0	3.0
275.0	1.0
276.0	3.0
277.0	1.0
278.0	3.0
280.0	1.0
281.0	1.0
282.0	1.0
283.0	1.0
285.0	1.0
286.0	2.0
287.0	1.0
288.0	2.0
290.0	1.0
291.0	5.0
292.0	2.0
293.0	1.0
294.0	3.0
295.0	1.0
297.0	2.0
300.0	1.0
301.0	1.0
302.0	4.0
303.0	4.0
305.0	2.0
308.0	1.0
309.0	1.0
310.0	1.0
311.0	1.0
312.0	4.0
313.0	2.0
314.0	1.0
315.0	5.0
317.0	1.0
318.0	2.0
319.0	2.0
321.0	2.0
322.0	1.0
323.0	1.0
325.0	4.0
326.0	1.0
327.0	1.0
328.0	2.0
329.0	2.0
330.0	1.0
331.0	1.0
332.0	2.0
333.0	3.0
335.0	1.0
336.0	5.0
337.0	2.0
338.0	2.0
339.0	2.0
342.0	2.0
343.0	4.0
345.0	2.0
346.0	2.0
347.0	1.0
348.0	2.0
349.0	3.0
351.0	1.0
352.0	1.0
353.0	1.0
354.0	2.0
357.0	2.0
358.0	3.0
359.0	3.0
360.0	4.0
361.0	1.0
362.0	3.0
364.0	1.0
365.0	3.0
366.0	11.0
367.0	7.0
368.0	5.0
369.0	1.0
370.0	1.0
371.0	2.0
372.0	1.0
373.0	2.0
374.0	1.0
375.0	2.0
376.0	3.0
377.0	2.0
378.0	1.0
379.0	3.0
382.0	1.0
384.0	3.0
385.0	4.0
386.0	1.0
387.0	1.0
388.0	3.0
389.0	4.0
390.0	1.0
391.0	2.0
392.0	2.0
393.0	3.0
394.0	1.0
395.0	2.0
396.0	1.0
397.0	3.0
398.0	3.0
399.0	5.0
400.0	4.0
401.0	3.0
402.0	2.0
403.0	2.0
405.0	1.0
406.0	1.0
407.0	3.0
410.0	2.0
411.0	2.0
413.0	1.0
414.0	3.0
415.0	1.0
416.0	1.0
417.0	2.0
419.0	2.0
420.0	1.0
422.0	1.0
423.0	2.0
424.0	1.0
425.0	2.0
426.0	2.0
427.0	3.0
429.0	2.0
431.0	2.0
434.0	1.0
436.0	4.0
438.0	2.0
439.0	1.0
441.0	2.0
443.0	4.0
444.0	3.0
445.0	1.0
446.0	1.0
447.0	1.0
449.0	2.0
451.0	1.0
452.0	1.0
453.0	2.0
456.0	2.0
457.0	2.0
459.0	2.0
460.0	3.0
461.0	1.0
462.0	1.0
463.0	2.0
464.0	2.0
465.0	1.0
467.0	2.0
468.0	1.0
469.0	2.0
470.0	2.0
471.0	1.0
472.0	1.0
473.0	4.0
474.0	4.0
475.0	4.0
476.0	2.0
477.0	1.0
478.0	2.0
480.0	1.0
481.0	1.0
482.0	2.0
483.0	4.0
484.0	1.0
485.0	1.0
487.0	2.0
488.0	1.0
489.0	1.0
490.0	1.0
493.0	4.0
494.0	4.0
495.0	3.0
496.0	3.0
497.0	4.0
498.0	2.0
504.0	3.0
507.0	2.0
508.0	1.0
510.0	3.0
514.0	1.0
515.0	1.0
517.0	1.0
518.0	2.0
521.0	1.0
523.0	1.0
524.0	1.0
525.0	1.0
526.0	2.0
528.0	1.0
530.0	1.0
531.0	1.0
532.0	1.0
533.0	2.0
534.0	1.0
535.0	2.0
536.0	1.0
537.0	1.0
538.0	3.0
540.0	2.0
541.0	1.0
542.0	1.0
545.0	1.0
546.0	1.0
548.0	3.0
549.0	1.0
551.0	1.0
552.0	1.0
553.0	1.0
556.0	1.0
560.0	1.0
561.0	2.0
562.0	2.0
563.0	2.0
565.0	1.0
566.0	1.0
567.0	3.0
569.0	1.0
570.0	1.0
571.0	3.0
572.0	1.0
573.0	1.0
574.0	3.0
575.0	2.0
579.0	1.0
580.0	4.0
581.0	1.0
583.0	1.0
584.0	2.0
585.0	1.0
586.0	2.0
587.0	2.0
589.0	1.0
592.0	1.0
594.0	2.0
596.0	1.0
597.0	1.0
600.0	1.0
601.0	2.0
603.0	1.0
605.0	2.0
608.0	1.0
609.0	1.0
610.0	2.0
614.0	2.0
615.0	2.0
616.0	1.0
618.0	2.0
619.0	2.0
622.0	2.0
623.0	1.0
625.0	1.0
626.0	1.0
627.0	1.0
628.0	2.0
629.0	2.0
632.0	2.0
633.0	3.0
635.0	1.0
638.0	3.0
639.0	1.0
641.0	7.0
642.0	2.0
644.0	1.0
645.0	2.0
646.0	1.0
647.0	1.0
650.0	2.0
652.0	3.0
653.0	3.0
654.0	2.0
655.0	2.0
656.0	2.0
658.0	1.0
660.0	2.0
661.0	1.0
662.0	1.0
665.0	1.0
666.0	1.0
667.0	1.0
668.0	1.0
669.0	1.0
670.0	1.0
673.0	1.0
674.0	4.0
675.0	1.0
679.0	1.0
680.0	1.0
682.0	2.0
683.0	2.0
684.0	1.0
686.0	1.0
687.0	4.0
688.0	1.0
689.0	1.0
690.0	2.0
693.0	2.0
695.0	1.0
697.0	1.0
699.0	1.0
704.0	1.0
707.0	2.0
711.0	1.0
713.0	1.0
714.0	1.0
715.0	3.0
716.0	2.0
718.0	1.0
721.0	1.0
722.0	1.0
723.0	1.0
725.0	2.0
728.0	1.0
729.0	1.0
731.0	1.0
733.0	1.0
736.0	1.0
739.0	1.0
740.0	1.0
744.0	1.0
745.0	2.0
746.0	1.0
747.0	2.0
748.0	1.0
749.0	1.0
751.0	1.0
753.0	1.0
754.0	2.0
755.0	1.0
761.0	1.0
764.0	1.0
767.0	1.0
769.0	2.0
771.0	1.0
773.0	1.0
774.0	2.0
775.0	1.0
777.0	1.0
778.0	1.0
779.0	1.0
780.0	1.0
784.0	1.0
788.0	1.0
789.0	1.0
790.0	2.0
794.0	1.0
796.0	1.0
806.0	1.0
810.0	2.0
829.0	1.0
841.0	1.0
843.0	1.0
849.0	1.0
851.0	1.0
872.0	1.0
874.0	1.0
882.0	1.0
884.0	1.0
900.0	1.0
912.0	1.0
918.0	1.0
919.0	1.0
931.0	1.0
935.0	1.0
959.0	1.0
960.0	2.0
971.0	1.0
979.0	1.0
1000.0	1.0
1002.0	1.0
1019.0	2.0
1033.0	1.0
1039.0	1.0
1050.0	1.0
1059.0	1.0
1076.0	1.0
1078.0	1.0
1086.0	1.0
1098.0	1.0
1105.0	1.0
1109.0	1.0
1117.0	1.0
1131.0	1.0
1138.0	2.0
1147.0	1.0
1158.0	1.0
1169.0	1.0
1175.0	1.0
1182.0	1.0
1192.0	1.0
1205.0	1.0
1208.0	1.0
1211.0	1.0
1235.0	2.0
1236.0	1.0
1241.0	1.0
1252.0	1.0
1257.0	1.0
1266.0	1.0
1277.0	1.0
1278.0	1.0
1282.0	1.0
1285.0	1.0
1298.0	1.0
1302.0	1.0
1303.0	1.0
1317.0	1.0
1318.0	1.0
1319.0	1.0
1330.0	2.0
1336.0	2.0
1340.0	1.0
1347.0	2.0
1353.0	1.0
1357.0	2.0
1363.0	1.0
1367.0	1.0
1368.0	1.0
1378.0	1.0
1379.0	1.0
1381.0	1.0
1385.0	1.0
1389.0	1.0
1391.0	2.0
1393.0	1.0
1399.0	1.0
1404.0	1.0
1408.0	1.0
1412.0	1.0
1416.0	1.0
1417.0	1.0
1418.0	1.0
1422.0	1.0
1423.0	1.0
1424.0	1.0
1426.0	1.0
1427.0	1.0
1428.0	1.0
1436.0	1.0
1439.0	1.0
1451.0	2.0
1460.0	1.0
1473.0	1.0
1479.0	1.0
1482.0	1.0
1483.0	1.0
1487.0	1.0
1490.0	1.0
1492.0	1.0
