#Coverage (X)	Coverage
1.0	84.62069216630668
2.0	71.22730748365386
3.0	60.32562848758171
4.0	51.51779127551134
5.0	44.473644996960104
6.0	38.78706432862341
7.0	34.09356762722511
8.0	30.190535900003766
9.0	26.953558270401203
10.0	24.160922684423227
11.0	21.73178961037611
12.0	19.594407079364416
13.0	17.710068805395508
14.0	16.065066949635636
15.0	14.594717647587998
16.0	13.268790218967439
17.0	12.10955990187881
18.0	11.070854533821802
19.0	10.110724456222584
20.0	9.264571386783501
21.0	8.482551420459501
22.0	7.759218139142519
23.0	7.097876111122844
24.0	6.487938478729745
25.0	5.939349544688625
26.0	5.433811791984766
27.0	4.974232016799448
28.0	4.558345977896721
29.0	4.159533541827116
30.0	3.803833482803853
31.0	3.47606926497528
32.0	3.1775565960866032
33.0	2.902145307375349
34.0	2.6480607232782205
35.0	2.4227687203028836
36.0	2.2151928751059984
37.0	2.0257921555056555
38.0	1.8506806339753155
39.0	1.689552331969594
40.0	1.5435393701064584
41.0	1.4106222899862786
42.0	1.2883532632458952
43.0	1.1770076705761596
44.0	1.0703741475055324
45.0	0.974480471378314
46.0	0.8851041382680336
47.0	0.8053661293377417
48.0	0.7373470986961337
49.0	0.6770387273985108
50.0	0.6211364471545977
51.0	0.5708641721459742
