#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	4.16181122024305E-5
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	4.16181122024305E-5
23.0	0.0
24.0	0.0
25.0	4.16181122024305E-5
26.0	1.66472448809722E-4
27.0	2.080905610121525E-4
28.0	2.49708673214583E-4
29.0	2.49708673214583E-4
30.0	5.410354586315965E-4
31.0	6.242716830364575E-4
32.0	0.00166472448809722
33.0	0.0022057599467288167
34.0	0.0035791576494090226
35.0	0.004036956883635759
36.0	0.004536374230064925
37.0	0.006866988513401033
38.0	0.008032295655069086
39.0	0.010321291826202764
40.0	0.011861161977692693
41.0	0.014982520392874978
42.0	0.017188280339603793
43.0	0.02110038288663226
44.0	0.024013650740802393
45.0	0.028716497419677047
46.0	0.03258698185450308
47.0	0.039329116031296824
48.0	0.042741801231896116
49.0	0.04723655734975862
50.0	0.05427001831196937
51.0	0.06737972365573498
52.0	0.05863992009322457
53.0	0.0656317629432329
54.0	0.0665889795238888
55.0	0.06779590477775928
56.0	0.06230231396703846
57.0	0.05572665223905443
58.0	0.049858498418511726
59.0	0.03999500582653571
60.0	0.030506076244381557
61.0	0.023430997169968368
62.0	0.01415015814882637
63.0	0.009447311469951723
64.0	0.004494756117862494
65.0	0.0028716497419677043
66.0	0.0022057599467288167
67.0	8.739803562510405E-4
68.0	2.49708673214583E-4
69.0	2.49708673214583E-4
70.0	4.16181122024305E-5
71.0	4.16181122024305E-5
72.0	0.0
73.0	4.16181122024305E-5
74.0	0.0
75.0	0.0
76.0	4.16181122024305E-5
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
