#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	9.18172469516674E-6
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	9.18172469516674E-6
21.0	9.18172469516674E-6
22.0	0.0
23.0	9.18172469516674E-6
24.0	0.0
25.0	3.672689878066696E-5
26.0	3.672689878066696E-5
27.0	4.59086234758337E-5
28.0	1.2854414573233434E-4
29.0	1.652710445130013E-4
30.0	2.6627001615983544E-4
31.0	4.0399588658733657E-4
32.0	8.539003966505068E-4
33.0	0.001092625238724842
34.0	0.0017169825179961804
35.0	0.001937343910680182
36.0	0.00281878948141619
37.0	0.003792052299103864
38.0	0.00498567650947554
39.0	0.0062619362421037165
40.0	0.008070736007051564
41.0	0.00986117232260908
42.0	0.011761789334508593
43.0	0.014057220508300279
44.0	0.01785845453209931
45.0	0.021329146466872336
46.0	0.025837373292199206
47.0	0.029959967680329075
48.0	0.03545063904803879
49.0	0.04024349933891582
50.0	0.04521081239900104
51.0	0.05580652269722345
52.0	0.05009548993682973
53.0	0.05847840458351697
54.0	0.05846004113412663
55.0	0.062013368591156165
56.0	0.060360658146026154
57.0	0.06074629058322315
58.0	0.05577897752313795
59.0	0.051325841045982076
60.0	0.0459637138240047
61.0	0.03953650653738799
62.0	0.031695313647715585
63.0	0.026232187454091373
64.0	0.018941898046128988
65.0	0.014470398119582784
66.0	0.00965917437931541
67.0	0.00687711179667989
68.0	0.0044898633759365356
69.0	0.002240340825620684
70.0	0.0013956221536653443
71.0	6.243572792713383E-4
72.0	2.6627001615983544E-4
73.0	1.7445276920816807E-4
74.0	8.263552225650066E-5
75.0	2.7545174085500218E-5
76.0	1.836344939033348E-5
77.0	0.0
78.0	9.18172469516674E-6
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	9.18172469516674E-6
