#Coverage (X)	Coverage
1.0	97.3283177330172
2.0	96.70271399909981
3.0	95.73833081971958
4.0	94.43648390262172
5.0	92.86858864030172
6.0	91.02834187472443
7.0	88.98875008682141
8.0	86.80443044694591
9.0	84.57054228271622
10.0	82.2130387861464
11.0	79.87058943401007
12.0	77.51666588642138
13.0	75.16387445945065
14.0	72.820782552369
15.0	70.5039130066278
16.0	68.24554655876639
17.0	66.0241729170434
18.0	63.867085367708185
19.0	61.76366645523549
20.0	59.73839446325702
21.0	57.76985089359504
22.0	55.8445726902521
23.0	53.9769102470073
24.0	52.16365078913396
25.0	50.397634418669824
26.0	48.68822407910402
27.0	47.044507333234804
28.0	45.456662269754965
29.0	43.925300845755295
30.0	42.480592545811874
31.0	41.08022053709638
32.0	39.72081905560946
33.0	38.421266977602066
34.0	37.17541413431173
35.0	35.94874614581775
36.0	34.74276230699256
37.0	33.59457781539274
38.0	32.49180053992974
39.0	31.421732370969607
40.0	30.386882332584605
41.0	29.376755360667616
42.0	28.389179007546346
43.0	27.433760999546237
44.0	26.516314929029804
45.0	25.63056823581644
46.0	24.775755973542644
47.0	23.95662080966207
48.0	23.159424307486404
49.0	22.39989376424903
50.0	21.663097426934613
51.0	20.947964370634253
