#Coverage	Number of genomic locations
403.0	4.0
404.0	5.0
405.0	3.0
406.0	1.0
407.0	2.0
408.0	3.0
409.0	1.0
410.0	7.0
411.0	1.0
412.0	6.0
413.0	2.0
415.0	1.0
416.0	2.0
417.0	5.0
418.0	2.0
419.0	1.0
420.0	2.0
421.0	2.0
422.0	4.0
423.0	3.0
425.0	4.0
426.0	1.0
427.0	4.0
428.0	1.0
429.0	3.0
430.0	2.0
431.0	3.0
432.0	5.0
434.0	3.0
435.0	2.0
436.0	3.0
437.0	2.0
438.0	2.0
439.0	2.0
440.0	3.0
441.0	1.0
442.0	2.0
443.0	2.0
444.0	4.0
445.0	2.0
446.0	2.0
447.0	2.0
448.0	3.0
449.0	3.0
450.0	4.0
451.0	5.0
452.0	4.0
453.0	5.0
454.0	3.0
455.0	3.0
456.0	1.0
457.0	2.0
459.0	3.0
461.0	4.0
462.0	2.0
464.0	3.0
465.0	3.0
467.0	2.0
468.0	3.0
469.0	4.0
470.0	3.0
471.0	3.0
472.0	3.0
473.0	2.0
475.0	1.0
477.0	4.0
479.0	2.0
480.0	1.0
481.0	3.0
482.0	1.0
483.0	3.0
486.0	6.0
487.0	3.0
488.0	3.0
490.0	2.0
491.0	4.0
492.0	1.0
493.0	1.0
494.0	4.0
495.0	7.0
496.0	4.0
498.0	1.0
500.0	1.0
501.0	4.0
502.0	1.0
503.0	2.0
504.0	3.0
505.0	3.0
506.0	5.0
507.0	1.0
508.0	4.0
509.0	1.0
510.0	2.0
511.0	1.0
512.0	2.0
513.0	3.0
514.0	2.0
515.0	2.0
516.0	1.0
517.0	3.0
518.0	5.0
519.0	1.0
520.0	4.0
521.0	3.0
522.0	4.0
523.0	2.0
524.0	2.0
525.0	3.0
526.0	1.0
527.0	2.0
528.0	4.0
529.0	3.0
530.0	2.0
531.0	1.0
532.0	1.0
533.0	3.0
534.0	2.0
536.0	2.0
538.0	1.0
539.0	1.0
540.0	5.0
541.0	1.0
542.0	5.0
543.0	2.0
544.0	4.0
545.0	3.0
546.0	3.0
547.0	2.0
548.0	3.0
549.0	6.0
550.0	2.0
551.0	3.0
552.0	3.0
553.0	3.0
554.0	3.0
555.0	1.0
556.0	2.0
557.0	1.0
558.0	2.0
559.0	2.0
560.0	1.0
561.0	1.0
563.0	2.0
564.0	1.0
566.0	1.0
567.0	1.0
568.0	3.0
572.0	2.0
573.0	1.0
575.0	1.0
576.0	1.0
577.0	2.0
579.0	1.0
581.0	1.0
583.0	1.0
585.0	1.0
586.0	2.0
587.0	2.0
588.0	1.0
589.0	1.0
591.0	3.0
592.0	3.0
593.0	1.0
594.0	1.0
595.0	1.0
597.0	1.0
599.0	2.0
601.0	1.0
602.0	1.0
604.0	4.0
605.0	1.0
606.0	2.0
607.0	1.0
608.0	1.0
609.0	1.0
610.0	2.0
611.0	1.0
612.0	2.0
613.0	2.0
614.0	1.0
616.0	2.0
618.0	1.0
619.0	1.0
621.0	3.0
623.0	1.0
624.0	3.0
626.0	1.0
627.0	1.0
634.0	2.0
635.0	1.0
636.0	3.0
637.0	1.0
638.0	3.0
639.0	2.0
642.0	1.0
643.0	3.0
644.0	1.0
645.0	2.0
647.0	2.0
649.0	1.0
650.0	2.0
651.0	1.0
652.0	1.0
653.0	2.0
654.0	1.0
655.0	1.0
657.0	2.0
658.0	1.0
659.0	3.0
660.0	1.0
662.0	2.0
666.0	1.0
667.0	3.0
669.0	2.0
670.0	1.0
671.0	3.0
672.0	1.0
673.0	3.0
674.0	1.0
675.0	3.0
676.0	3.0
677.0	1.0
679.0	1.0
680.0	1.0
682.0	1.0
683.0	2.0
684.0	2.0
686.0	1.0
687.0	3.0
688.0	2.0
689.0	1.0
691.0	1.0
694.0	1.0
695.0	1.0
696.0	5.0
697.0	2.0
698.0	3.0
699.0	1.0
700.0	2.0
701.0	1.0
702.0	1.0
703.0	1.0
705.0	1.0
706.0	2.0
707.0	3.0
708.0	2.0
710.0	2.0
711.0	1.0
712.0	2.0
713.0	2.0
715.0	3.0
717.0	3.0
718.0	1.0
720.0	1.0
724.0	1.0
727.0	2.0
728.0	2.0
730.0	1.0
731.0	4.0
733.0	1.0
736.0	1.0
737.0	1.0
738.0	2.0
741.0	1.0
743.0	1.0
744.0	1.0
745.0	1.0
748.0	1.0
749.0	2.0
750.0	1.0
754.0	1.0
755.0	2.0
756.0	1.0
757.0	2.0
758.0	1.0
762.0	1.0
764.0	2.0
766.0	3.0
767.0	2.0
770.0	1.0
773.0	1.0
775.0	1.0
777.0	4.0
779.0	2.0
780.0	1.0
781.0	1.0
782.0	1.0
783.0	1.0
785.0	1.0
787.0	1.0
788.0	1.0
789.0	2.0
791.0	2.0
795.0	2.0
797.0	1.0
798.0	2.0
799.0	1.0
801.0	1.0
802.0	1.0
806.0	1.0
809.0	2.0
810.0	2.0
812.0	1.0
813.0	2.0
814.0	2.0
815.0	2.0
820.0	1.0
821.0	2.0
822.0	1.0
824.0	1.0
825.0	1.0
826.0	2.0
827.0	4.0
829.0	1.0
830.0	1.0
831.0	1.0
832.0	1.0
835.0	1.0
836.0	1.0
837.0	1.0
838.0	1.0
842.0	1.0
843.0	1.0
844.0	2.0
845.0	2.0
846.0	3.0
847.0	1.0
848.0	2.0
850.0	2.0
851.0	3.0
852.0	1.0
853.0	1.0
854.0	3.0
855.0	2.0
857.0	1.0
858.0	2.0
861.0	2.0
862.0	4.0
867.0	1.0
869.0	2.0
870.0	1.0
873.0	1.0
874.0	1.0
876.0	1.0
878.0	2.0
879.0	2.0
881.0	1.0
886.0	1.0
891.0	1.0
892.0	1.0
895.0	1.0
896.0	2.0
897.0	1.0
898.0	1.0
899.0	1.0
900.0	1.0
902.0	1.0
906.0	1.0
910.0	1.0
912.0	1.0
913.0	2.0
914.0	2.0
915.0	1.0
918.0	1.0
920.0	1.0
922.0	1.0
926.0	1.0
927.0	1.0
928.0	1.0
933.0	1.0
937.0	1.0
939.0	1.0
940.0	1.0
941.0	1.0
942.0	1.0
943.0	1.0
944.0	1.0
945.0	2.0
946.0	1.0
947.0	1.0
955.0	2.0
956.0	2.0
958.0	2.0
961.0	1.0
966.0	1.0
968.0	1.0
969.0	1.0
970.0	1.0
972.0	3.0
974.0	1.0
976.0	1.0
980.0	2.0
981.0	1.0
984.0	1.0
985.0	1.0
986.0	2.0
987.0	1.0
988.0	2.0
991.0	1.0
993.0	1.0
997.0	2.0
999.0	1.0
1001.0	1.0
1002.0	2.0
1005.0	2.0
1008.0	1.0
1012.0	2.0
1013.0	1.0
1014.0	1.0
1015.0	1.0
1017.0	1.0
1018.0	1.0
1019.0	1.0
1020.0	1.0
1023.0	1.0
1025.0	1.0
1026.0	1.0
1028.0	1.0
1029.0	1.0
1031.0	1.0
1035.0	1.0
1039.0	2.0
1040.0	2.0
1041.0	1.0
1043.0	2.0
1044.0	1.0
1045.0	1.0
1046.0	2.0
1048.0	5.0
1049.0	1.0
1052.0	1.0
1054.0	2.0
1055.0	1.0
1059.0	1.0
1060.0	1.0
1061.0	1.0
1063.0	1.0
1066.0	1.0
1067.0	1.0
1073.0	1.0
1074.0	1.0
1075.0	1.0
1077.0	2.0
1080.0	2.0
1083.0	1.0
1085.0	1.0
1086.0	1.0
1088.0	1.0
1089.0	1.0
1090.0	3.0
1094.0	1.0
1096.0	1.0
1101.0	1.0
1102.0	1.0
1103.0	1.0
1104.0	1.0
1105.0	1.0
1110.0	2.0
1113.0	1.0
1114.0	4.0
1117.0	2.0
1118.0	1.0
1119.0	1.0
1120.0	3.0
1121.0	2.0
1122.0	1.0
1123.0	4.0
1124.0	1.0
1127.0	2.0
1128.0	1.0
1133.0	1.0
1135.0	1.0
1136.0	1.0
1137.0	2.0
1145.0	1.0
1147.0	3.0
1150.0	1.0
1151.0	1.0
1152.0	1.0
1154.0	2.0
1155.0	1.0
1156.0	1.0
1159.0	1.0
1160.0	1.0
1162.0	2.0
1164.0	1.0
1166.0	2.0
1168.0	1.0
1171.0	1.0
1172.0	1.0
1174.0	1.0
1180.0	2.0
1181.0	1.0
1182.0	1.0
1186.0	1.0
1188.0	2.0
1196.0	2.0
1198.0	1.0
1200.0	1.0
1201.0	1.0
1207.0	2.0
1208.0	2.0
1209.0	1.0
1212.0	2.0
1213.0	2.0
1214.0	1.0
1216.0	2.0
1217.0	2.0
1220.0	1.0
1230.0	1.0
1232.0	2.0
1241.0	1.0
1244.0	1.0
1246.0	1.0
1248.0	1.0
1256.0	1.0
1257.0	1.0
1262.0	1.0
1263.0	2.0
1267.0	1.0
1268.0	1.0
1269.0	1.0
1274.0	3.0
1278.0	1.0
1286.0	2.0
1288.0	3.0
1289.0	2.0
1290.0	1.0
1292.0	1.0
1293.0	1.0
1295.0	1.0
1296.0	2.0
1299.0	1.0
1300.0	1.0
1303.0	1.0
1305.0	1.0
1306.0	1.0
1308.0	2.0
1310.0	1.0
1312.0	2.0
1314.0	1.0
1315.0	1.0
1317.0	1.0
1321.0	1.0
1322.0	2.0
1323.0	2.0
1325.0	1.0
1326.0	1.0
1327.0	1.0
1329.0	1.0
1332.0	1.0
1334.0	1.0
1339.0	1.0
1341.0	1.0
1343.0	1.0
1344.0	1.0
1351.0	1.0
1352.0	1.0
1353.0	1.0
1355.0	2.0
1358.0	1.0
1359.0	1.0
1361.0	1.0
1364.0	2.0
1367.0	1.0
1368.0	1.0
1384.0	1.0
1385.0	1.0
1390.0	1.0
1392.0	1.0
1393.0	1.0
1395.0	1.0
1400.0	1.0
1401.0	1.0
1402.0	1.0
1414.0	1.0
1416.0	1.0
1419.0	1.0
1423.0	1.0
1424.0	1.0
1427.0	1.0
1431.0	1.0
1432.0	1.0
1434.0	1.0
1438.0	1.0
1441.0	1.0
1445.0	1.0
1446.0	1.0
1450.0	1.0
1451.0	1.0
1459.0	1.0
1460.0	1.0
1461.0	1.0
1463.0	1.0
1467.0	1.0
1468.0	1.0
1472.0	1.0
1473.0	2.0
1475.0	1.0
1476.0	1.0
1481.0	1.0
1482.0	1.0
1483.0	2.0
1484.0	1.0
1487.0	1.0
1488.0	1.0
1489.0	1.0
1498.0	1.0
1502.0	1.0
1505.0	1.0
1508.0	1.0
1510.0	1.0
1523.0	1.0
1534.0	1.0
1539.0	1.0
1540.0	1.0
1541.0	2.0
1542.0	1.0
1559.0	1.0
1570.0	1.0
1573.0	1.0
1575.0	1.0
1577.0	1.0
1579.0	1.0
1584.0	1.0
1597.0	1.0
1600.0	1.0
1605.0	1.0
1610.0	1.0
1611.0	2.0
1613.0	1.0
1621.0	1.0
1625.0	2.0
1626.0	1.0
1627.0	1.0
1628.0	1.0
1630.0	1.0
1631.0	1.0
1633.0	1.0
1634.0	1.0
1635.0	1.0
1638.0	1.0
1640.0	2.0
1644.0	1.0
1645.0	1.0
1646.0	3.0
1648.0	1.0
1649.0	2.0
1665.0	1.0
1674.0	1.0
1694.0	2.0
1704.0	1.0
1708.0	1.0
1733.0	1.0
1736.0	1.0
1752.0	1.0
1757.0	1.0
1764.0	1.0
1772.0	1.0
1790.0	2.0
1800.0	1.0
1805.0	1.0
1811.0	1.0
1812.0	1.0
1827.0	1.0
1841.0	1.0
1842.0	2.0
1850.0	1.0
1862.0	1.0
1866.0	1.0
1876.0	1.0
1877.0	1.0
1885.0	1.0
1887.0	1.0
1893.0	1.0
1902.0	1.0
1904.0	1.0
1911.0	1.0
1912.0	1.0
1925.0	1.0
1930.0	1.0
1933.0	1.0
1942.0	1.0
1943.0	1.0
1947.0	1.0
1966.0	1.0
1967.0	1.0
1969.0	1.0
1973.0	1.0
1980.0	1.0
1983.0	1.0
1992.0	1.0
2001.0	1.0
2002.0	1.0
2004.0	1.0
2008.0	1.0
2009.0	1.0
2032.0	1.0
2038.0	1.0
2053.0	1.0
2066.0	1.0
2075.0	1.0
2095.0	1.0
2101.0	1.0
2123.0	1.0
2128.0	1.0
2142.0	1.0
2149.0	1.0
2162.0	1.0
2173.0	1.0
2182.0	1.0
2189.0	1.0
2200.0	1.0
2208.0	1.0
2220.0	1.0
2224.0	2.0
2227.0	1.0
2233.0	1.0
2240.0	1.0
2244.0	1.0
