#Coverage (X)	Coverage
1.0	0.12517582292164775
2.0	0.06456147307862636
3.0	0.054800757480478524
4.0	0.05152678704473601
5.0	0.047671457372743475
6.0	0.04650873890024343
7.0	0.044336291227935476
8.0	0.04277580064641029
9.0	0.04142949504667115
10.0	0.03953242806521473
11.0	0.03809432890184894
12.0	0.03601367479315343
13.0	0.03500394559334552
14.0	0.033535248575446985
15.0	0.03240312795747968
16.0	0.031148615921352985
17.0	0.029894103885226286
18.0	0.0295269296307481
19.0	0.028608993994552634
20.0	0.028364211158233843
21.0	0.02802763475830261
22.0	0.027599264794744727
23.0	0.0271402969766541
24.0	0.026130567776846192
25.0	0.025365621413357076
26.0	0.02499844715887889
27.0	0.024325294359002214
28.0	0.024080511522683423
29.0	0.02365214155912554
30.0	0.023284967304647353
31.0	0.022673010213850375
32.0	0.022030455268520654
33.0	0.021571487450430027
34.0	0.0211125196323394
35.0	0.020592356105169074
36.0	0.020286377559770585
37.0	0.020133388287078446
38.0	0.019796811887147214
39.0	0.019552029050828423
40.0	0.01921545265089719
41.0	0.018940071960045657
42.0	0.018358712723795634
43.0	0.017899744905705006
44.0	0.017501972796694076
45.0	0.017226592105842542
46.0	0.01689001570591131
47.0	0.016553439305980078
48.0	0.016308656469661287
49.0	0.01609447148788945
50.0	0.015910884360650357
51.0	0.015666101524331566
