#Coverage (X)	Coverage
1.0	82.96819361458145
2.0	63.286861005492185
3.0	44.08232240931861
4.0	28.088599191260784
5.0	16.97748808014967
6.0	10.392902408111524
7.0	6.608727141046529
8.0	4.236827810972301
9.0	2.9814714225360603
10.0	2.0822017019735597
11.0	1.5993723218057738
12.0	1.182931981411059
13.0	0.9475526585792693
14.0	0.8751282515541021
15.0	0.7604562737642482
16.0	0.6518196632264903
17.0	0.45868791115937313
18.0	0.41644034039468636
19.0	0.41644034039468636
20.0	0.4104049731425903
21.0	0.3983342386383981
22.0	0.3802281368821099
23.0	0.35608666787372556
24.0	0.35608666787372556
25.0	0.3500513006216295
26.0	0.3440159333695334
27.0	0.3440159333695334
28.0	0.3379805661174373
29.0	0.32590983161324516
30.0	0.313839097109053
31.0	0.2896976281006687
32.0	0.2896976281006687
33.0	0.2896976281006687
34.0	0.2836622608485726
35.0	0.2836622608485726
36.0	0.2776268935964765
37.0	0.27159152634438044
38.0	0.2534854245880922
39.0	0.23537932283180396
40.0	0.23537932283180396
41.0	0.20520248657132356
42.0	0.20520248657132356
43.0	0.18106101756293924
44.0	0.162954915806651
45.0	0.15691954855455492
46.0	0.15088418130245884
47.0	0.15088418130245884
48.0	0.06638903977309951
49.0	0.02414146900841274
50.0	2.8421709430404007E-14
51.0	2.8421709430404007E-14
