#Coverage	Number of genomic locations
0.0	7444.0
1.0	6072.0
2.0	1880.0
3.0	731.0
4.0	186.0
5.0	34.0
6.0	33.0
7.0	18.0
8.0	5.0
9.0	7.0
10.0	14.0
11.0	10.0
12.0	3.0
13.0	10.0
14.0	14.0
15.0	7.0
17.0	12.0
18.0	1.0
19.0	10.0
20.0	20.0
21.0	4.0
22.0	2.0
23.0	2.0
24.0	1.0
25.0	8.0
26.0	1.0
27.0	1.0
28.0	1.0
29.0	1.0
30.0	1.0
32.0	5.0
33.0	2.0
36.0	3.0
38.0	3.0
39.0	4.0
40.0	1.0
41.0	1.0
42.0	17.0
