#Coverage (X)	Coverage
1.0	62.75932064195523
2.0	34.56385665149931
3.0	17.47180331209536
4.0	8.396693840621282
5.0	3.871668926318222
6.0	1.7030765836761077
7.0	0.7404680798591841
8.0	0.3403705338989056
9.0	0.18857457752777407
10.0	0.13258050372023433
11.0	0.1145277695418514
12.0	0.10749026299772879
13.0	0.10182965990789228
14.0	0.09720938387241063
15.0	0.0944861748183854
16.0	0.09157937863712107
17.0	0.08824421249229886
18.0	0.08653073263808153
19.0	0.08530681845650179
20.0	0.08402170856584235
21.0	0.0827977943842626
22.0	0.08135969522089681
23.0	0.07930963896674825
24.0	0.07759615911253093
25.0	0.07689240845812151
26.0	0.0759438749673933
27.0	0.07496474362211814
28.0	0.07407740584046962
29.0	0.07294528522250232
30.0	0.07178256675000227
31.0	0.07058925042295527
32.0	0.06954892336861462
33.0	0.06853919416880672
34.0	0.06762125853261125
35.0	0.06716229071452062
36.0	0.0666421271873503
37.0	0.06633614864195181
38.0	0.06584658296931423
39.0	0.0652040280239845
40.0	0.06450027736957509
41.0	0.0640107116969375
42.0	0.06336815675160778
43.0	0.06260321038811867
44.0	0.06238902540634683
45.0	0.06144049191561862
46.0	0.06104271980660769
47.0	0.060430762715810715
48.0	0.05984940347956069
49.0	0.059482229225082506
50.0	0.059237446388763715
51.0	0.05890086998883248
